# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1703179	1704195	-	GCF_011405655.1_01442		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A369P371, UserProtein:GCF_011405655.1_01442
contig_1	cds	1704188	1704514	-	GCF_011405655.1_01443		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6N8JLJ7, UserProtein:GCF_011405655.1_01443
contig_1	cds	1704706	1704954	+	GCF_011405655.1_01444		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L1U2, UserProtein:GCF_011405655.1_01444
contig_1	cds	1704951	1706495	-	GCF_011405655.1_01445		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A132I086, UserProtein:GCF_011405655.1_01445
contig_1	cds	1706559	1707008	-	GCF_011405655.1_01446		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L9J3, UserProtein:GCF_011405655.1_01446
contig_1	cds	1707001	1708368	-	GCF_011405655.1_01447	dinB_3	DNA polymerase IV	EC:2.7.7.7, SO:0001217, UniRef:UniRef50_A0A6N3BA88, UserProtein:GCF_011405655.1_01447
contig_1	cds	1708462	1709154	-	GCF_011405655.1_01448		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L165, UserProtein:GCF_011405655.1_01448
contig_1	cds	1709300	1710631	-	GCF_011405655.1_01449	gdh	NADP-specific glutamate dehydrogenase	COG:COG0334, EC:1.4.1.4, SO:0001217, UniRef:UniRef50_P24295, UserProtein:GCF_011405655.1_01449
contig_1	cds	1710786	1711637	-	GCF_011405655.1_01450		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L161, UserProtein:GCF_011405655.1_01450
contig_1	cds	1711742	1714660	-	GCF_011405655.1_01451	uvrA_1	UvrABC system protein A	COG:COG0178, SO:0001217, UniRef:UniRef50_A0A1F6QPR0, UserProtein:GCF_011405655.1_01451
contig_1	cds	1714827	1716146	-	GCF_011405655.1_01452		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L1I4, UserProtein:GCF_011405655.1_01452
contig_1	cds	1716458	1716556	-	GCF_011405655.1_01453		hypothetical protein	UserProtein:GCF_011405655.1_01453
contig_1	cds	1716828	1717796	-	GCF_011405655.1_01454	xerD	Tyrosine recombinase XerD	COG:COG4974, SO:0001217, UniRef:UniRef50_A0A369LY47, UserProtein:GCF_011405655.1_01454
contig_1	cds	1717793	1719157	-	GCF_011405655.1_01455	trmFO	Methylenetetrahydrofolate--tRNA-(uracil-5-)- methyltransferase TrmFO	COG:COG1206, EC:2.1.1.74, SO:0001217, UniRef:UniRef50_U2KJS9, UserProtein:GCF_011405655.1_01455
contig_1	cds	1719246	1720193	-	GCF_011405655.1_01456		hypothetical protein	UserProtein:GCF_011405655.1_01456
contig_1	cds	1720197	1721672	-	GCF_011405655.1_01457	comM	Competence protein ComM	COG:COG0606, SO:0001217, UniRef:UniRef50_A0A143X369, UserProtein:GCF_011405655.1_01457
contig_1	cds	1721700	1722200	-	GCF_011405655.1_01458		hypothetical protein	UserProtein:GCF_011405655.1_01458
contig_1	cds	1722349	1723140	-	GCF_011405655.1_01459	rnhB	Ribonuclease HII	COG:COG0164, EC:3.1.26.4, SO:0001217, UniRef:UniRef50_A0A3C1D9I2, UserProtein:GCF_011405655.1_01459
contig_1	cds	1723217	1723564	-	GCF_011405655.1_01460	rplS	50S ribosomal protein L19	SO:0001217, UniRef:UniRef50_Q8FP56, UserProtein:GCF_011405655.1_01460
contig_1	cds	1723730	1724665	-	GCF_011405655.1_01461		hypothetical protein	COG:COG0330, SO:0001217, UniRef:UniRef50_A0A5K1J036, UserProtein:GCF_011405655.1_01461
contig_1	cds	1724776	1726080	+	GCF_011405655.1_01462	rutB	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB	EC:3.5.1.110, SO:0001217, UniRef:UniRef50_R9L150, UserProtein:GCF_011405655.1_01462
contig_1	cds	1726271	1727857	-	GCF_011405655.1_01463	hcp	Hydroxylamine reductase	COG:COG1151, EC:1.7.99.1, SO:0001217, UniRef:UniRef50_A0A7X6TWQ4, UserProtein:GCF_011405655.1_01463
contig_1	cds	1728008	1728691	+	GCF_011405655.1_01464		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0A8B3V1, UserProtein:GCF_011405655.1_01464
contig_1	cds	1728658	1729599	-	GCF_011405655.1_01465	cysK_2	Cysteine synthase	EC:2.5.1.47, SO:0001217, UniRef:UniRef50_A0A352WHA8, UserProtein:GCF_011405655.1_01465
contig_1	cds	1730181	1730543	-	GCF_011405655.1_01468		putative HIT-like protein	COG:COG0537, SO:0001217, UniRef:UniRef50_G4SVM5, UserProtein:GCF_011405655.1_01468
contig_1	cds	1730810	1731460	-	GCF_011405655.1_01469		hypothetical protein	UserProtein:GCF_011405655.1_01469
contig_1	cds	1731460	1733394	-	GCF_011405655.1_01470		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WGJ2, UserProtein:GCF_011405655.1_01470
contig_1	cds	1733387	1734574	-	GCF_011405655.1_01471		hypothetical protein	UserProtein:GCF_011405655.1_01471
contig_1	cds	1734571	1735827	-	GCF_011405655.1_01472	mrdB	Peptidoglycan glycosyltransferase MrdB	COG:COG0772, EC:2.4.1.129, SO:0001217, UniRef:UniRef50_J5VPB0, UserProtein:GCF_011405655.1_01472
contig_1	cds	1735829	1738003	-	GCF_011405655.1_01473	mrdA	Peptidoglycan D,D-transpeptidase MrdA	COG:COG0768, EC:3.4.16.4, SO:0001217, UniRef:UniRef50_A0A4S4G5Q5, UserProtein:GCF_011405655.1_01473
contig_1	cds	1738016	1738543	-	GCF_011405655.1_01474		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SMS6, UserProtein:GCF_011405655.1_01474
contig_1	cds	1738540	1739562	-	GCF_011405655.1_01475		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L1G0, UserProtein:GCF_011405655.1_01475
contig_1	cds	1739577	1740632	-	GCF_011405655.1_01476	mreB	Cell shape-determining protein MreB	COG:COG1077, SO:0001217, UniRef:UniRef50_A0A357ZD67, UserProtein:GCF_011405655.1_01476
contig_1	cds	1740968	1742548	+	GCF_011405655.1_01477	urdA_7	Urocanate reductase	COG:COG0431, EC:1.3.99.33, UserProtein:GCF_011405655.1_01477
contig_1	cds	1742674	1743741	+	GCF_011405655.1_01478		hypothetical protein	UserProtein:GCF_011405655.1_01478
contig_1	cds	1744160	1745449	-	GCF_011405655.1_01479	hoxH	NAD-reducing hydrogenase HoxS subunit beta	EC:1.12.1.2, SO:0001217, UniRef:UniRef50_A0A143XAY3, UserProtein:GCF_011405655.1_01479
contig_1	cds	1745454	1746242	-	GCF_011405655.1_01480		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A143XCZ2, UserProtein:GCF_011405655.1_01480
contig_1	cds	1746243	1747145	-	GCF_011405655.1_01481	asrB	Anaerobic sulfite reductase subunit B	COG:COG0543, UserProtein:GCF_011405655.1_01481
contig_1	cds	1747151	1748176	-	GCF_011405655.1_01482	asrA	Anaerobic sulfite reductase subunit A	COG:COG1145, SO:0001217, UniRef:UniRef50_K0Z840, UserProtein:GCF_011405655.1_01482
contig_1	cds	1748371	1748775	-	GCF_011405655.1_01483	ndk	Nucleoside diphosphate kinase	COG:COG0105, EC:2.7.4.6, SO:0001217, UniRef:UniRef50_F7V0T2, UserProtein:GCF_011405655.1_01483
contig_1	cds	1748866	1750251	-	GCF_011405655.1_01484		hypothetical protein	SO:0001217, UniRef:UniRef50_F7V0T1, UserProtein:GCF_011405655.1_01484
contig_1	cds	1750353	1750886	-	GCF_011405655.1_01485	ppiB	Peptidyl-prolyl cis-trans isomerase B	COG:COG0652, EC:5.2.1.8, SO:0001217, UniRef:UniRef50_C8WAF9, UserProtein:GCF_011405655.1_01485
contig_1	cds	1750986	1752431	-	GCF_011405655.1_01486	rlmCD_2	23S rRNA (uracil-C(5))-methyltransferase RlmCD	COG:COG2265, EC:2.1.1.189, SO:0001217, UniRef:UniRef50_F7V0Q6, UserProtein:GCF_011405655.1_01486
contig_1	cds	1752669	1753616	-	GCF_011405655.1_01488	dagK	Diacylglycerol kinase	COG:COG1597, EC:2.7.1.107, SO:0001217, UniRef:UniRef50_A0A6F8SMK3, UserProtein:GCF_011405655.1_01488
contig_1	cds	1753753	1754157	-	GCF_011405655.1_01489		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3G9K8Q8, UserProtein:GCF_011405655.1_01489
contig_1	cds	1754377	1755378	-	GCF_011405655.1_01491		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A5K1JA64, UserProtein:GCF_011405655.1_01491
contig_1	cds	1755564	1757015	+	GCF_011405655.1_01492	ugtP	Processive diacylglycerol beta-glucosyltransferase	EC:2.4.1.315, SO:0001217, UniRef:UniRef50_B6GBV2, UserProtein:GCF_011405655.1_01492
contig_1	cds	1757064	1758581	+	GCF_011405655.1_01493	rhlE	ATP-dependent RNA helicase RhlE	EC:3.6.4.13, UserProtein:GCF_011405655.1_01493
contig_1	cds	1758881	1759288	+	GCF_011405655.1_01494		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L1E9, UserProtein:GCF_011405655.1_01494
contig_1	cds	1759364	1759720	-	GCF_011405655.1_01495	rplT	50S ribosomal protein L20	COG:COG0292, SO:0001217, UniRef:UniRef50_P55873, UserProtein:GCF_011405655.1_01495
contig_1	cds	1759751	1759948	-	GCF_011405655.1_01496	rpmI	50S ribosomal protein L35	SO:0001217, UniRef:UniRef50_F2NBJ2, UserProtein:GCF_011405655.1_01496
contig_1	cds	1759948	1760520	-	GCF_011405655.1_01497	infC	Translation initiation factor IF-3	COG:COG0290, SO:0001217, UniRef:UniRef50_A0A133Z8K3, UserProtein:GCF_011405655.1_01497
contig_1	cds	1760715	1762001	-	GCF_011405655.1_01498		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SKX9, UserProtein:GCF_011405655.1_01498
contig_1	cds	1762041	1762400	-	GCF_011405655.1_01499		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A369P6M2, UserProtein:GCF_011405655.1_01499
contig_1	cds	1762596	1765511	-	GCF_011405655.1_01500		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L9D6, UserProtein:GCF_011405655.1_01500
contig_1	cds	1765728	1766504	+	GCF_011405655.1_01501	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	COG:COG1118, EC:7.3.2.3, SO:0001217, UniRef:UniRef50_R5A619, UserProtein:GCF_011405655.1_01501
contig_1	cds	1766694	1767623	+	GCF_011405655.1_01502		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1H7BSM6, UserProtein:GCF_011405655.1_01502
contig_1	cds	1767908	1768975	-	GCF_011405655.1_01503		hypothetical protein	UserProtein:GCF_011405655.1_01503
contig_1	cds	1769453	1770262	+	GCF_011405655.1_01504		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A369NW49, UserProtein:GCF_011405655.1_01504
contig_1	cds	1770579	1771907	-	GCF_011405655.1_01505		Beta-monoglucosyldiacylglycerol synthase	COG:COG1215, EC:2.4.1.336, SO:0001217, UniRef:UniRef50_A0A1C6AA16, UserProtein:GCF_011405655.1_01505
contig_1	cds	1772328	1773584	-	GCF_011405655.1_01506	ahcY_2	Adenosylhomocysteinase	COG:COG0499, EC:3.3.1.1, SO:0001217, UniRef:UniRef50_P74008, UserProtein:GCF_011405655.1_01506
contig_1	cds	1773832	1774155	+	GCF_011405655.1_01507		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2I1PFF8, UserProtein:GCF_011405655.1_01507
contig_1	cds	1774339	1775073	-	GCF_011405655.1_01508	arsM	Arsenite methyltransferase	EC:2.1.1.137, SO:0001217, UniRef:UniRef50_A0A3N0AP59, UserProtein:GCF_011405655.1_01508
contig_1	cds	1775124	1776014	-	GCF_011405655.1_01509		hypothetical protein	UserProtein:GCF_011405655.1_01509
contig_1	cds	1776243	1776851	-	GCF_011405655.1_01510	soeB_4	Sulfite dehydrogenase subunit B	COG:COG0437, SO:0001217, UniRef:UniRef50_A0A6F8SJZ9, UserProtein:GCF_011405655.1_01510
contig_1	cds	1777155	1779587	-	GCF_011405655.1_01511	napA_4	Periplasmic nitrate reductase	EC:1.9.6.1, SO:0001217, UniRef:UniRef50_A0A6F8SLA3, UserProtein:GCF_011405655.1_01511
contig_1	cds	1779776	1780534	-	GCF_011405655.1_01512		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3N0AVN1, UserProtein:GCF_011405655.1_01512
contig_1	cds	1780598	1781191	-	GCF_011405655.1_01513		hypothetical protein	UserProtein:GCF_011405655.1_01513
contig_1	cds	1781299	1781622	+	GCF_011405655.1_01514		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2I1PFF8, UserProtein:GCF_011405655.1_01514
contig_1	cds	1781793	1782485	-	GCF_011405655.1_01515	dmsD	Tat proofreading chaperone DmsD	COG:COG3381, SO:0001217, UniRef:UniRef50_R9L0L0, UserProtein:GCF_011405655.1_01515
contig_1	cds	1782498	1783121	-	GCF_011405655.1_01516	dmsB_9	Anaerobic dimethyl sulfoxide reductase chain B	COG:COG0437, UserProtein:GCF_011405655.1_01516
contig_1	cds	1783125	1785773	-	GCF_011405655.1_01517	dmsA	Dimethyl sulfoxide reductase DmsA	COG:COG0243, EC:1.8.5.3, SO:0001217, UniRef:UniRef50_R9L9C5, UserProtein:GCF_011405655.1_01517
contig_1	cds	1786869	1787927	-	GCF_011405655.1_00605		hypothetical protein	UserProtein:GCF_011405655.1_00605
contig_1	cds	1788582	1792160	-	GCF_011405655.1_01519	smc_4	Chromosome partition protein Smc	COG:COG1196, SO:0001217, UniRef:UniRef50_A0A3N0BJM1, UserProtein:GCF_011405655.1_01519
contig_1	cds	1792167	1793039	-	GCF_011405655.1_01520	rnc	Ribonuclease 3	EC:3.1.26.3, UserProtein:GCF_011405655.1_01520
contig_1	cds	1793036	1794094	-	GCF_011405655.1_01521	plsX	Phosphate acyltransferase	EC:2.3.1.274, SO:0001217, UniRef:UniRef50_A0A7W5D0E2, UserProtein:GCF_011405655.1_01521
contig_1	cds	1794322	1794501	-	GCF_011405655.1_01522	rpmF	50S ribosomal protein L32	SO:0001217, UniRef:UniRef50_A7HLA6, UserProtein:GCF_011405655.1_01522
contig_1	cds	1794631	1796004	-	GCF_011405655.1_01523	eriC	Chloride/fluoride channel protein	COG:COG0038, SO:0001217, UniRef:UniRef50_F7UUK2, UserProtein:GCF_011405655.1_01523
contig_1	cds	1796141	1796698	-	GCF_011405655.1_01524		hypothetical protein	COG:COG1399, SO:0001217, UniRef:UniRef50_K0YM48, UserProtein:GCF_011405655.1_01524
contig_1	cds	1796818	1797276	-	GCF_011405655.1_01525		hypothetical protein	SO:0001217, UniRef:UniRef50_C7MMZ2, UserProtein:GCF_011405655.1_01525
contig_1	cds	1797397	1797981	-	GCF_011405655.1_01526		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A423UGR8, UserProtein:GCF_011405655.1_01526
contig_1	cds	1797984	1800167	-	GCF_011405655.1_01527	recG	ATP-dependent DNA helicase RecG	EC:3.6.4.12, SO:0001217, UniRef:UniRef50_D0WE97, UserProtein:GCF_011405655.1_01527
contig_1	cds	1800359	1801993	-	GCF_011405655.1_01528		hypothetical protein	SO:0001217, UniRef:UniRef50_G1WGQ3, UserProtein:GCF_011405655.1_01528
contig_1	cds	1802066	1802413	-	GCF_011405655.1_01529		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L0J8, UserProtein:GCF_011405655.1_01529
contig_1	cds	1802740	1802931	-	GCF_011405655.1_01530	rpmB	50S ribosomal protein L28	COG:COG0227, UserProtein:GCF_011405655.1_01530
contig_1	cds	1803018	1803734	-	GCF_011405655.1_01531		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L9B5, UserProtein:GCF_011405655.1_01531
contig_1	cds	1803824	1804732	-	GCF_011405655.1_01532		hypothetical protein	SO:0001217, UniRef:UniRef50_F7UUL5, UserProtein:GCF_011405655.1_01532
contig_1	cds	1804786	1805601	-	GCF_011405655.1_01533	hisK	Histidinol-phosphatase	COG:COG1387, EC:3.1.3.15, SO:0001217, UniRef:UniRef50_R9L0Z5, UserProtein:GCF_011405655.1_01533
contig_1	cds	1805856	1807154	-	GCF_011405655.1_01534	iscS	Cysteine desulfurase IscS	COG:COG1104, EC:2.8.1.7, SO:0001217, UniRef:UniRef50_A0A6N8JP66, UserProtein:GCF_011405655.1_01534
contig_1	cds	1807175	1807885	-	GCF_011405655.1_01535	rpe	Ribulose-phosphate 3-epimerase	EC:5.1.3.1, SO:0001217, UniRef:UniRef50_A0A172RY48, UserProtein:GCF_011405655.1_01535
contig_1	cds	1808071	1808538	+	GCF_011405655.1_01536	ogt_2	Methylated-DNA--protein-cysteine methyltransferase	COG:COG0350, EC:2.1.1.63, UserProtein:GCF_011405655.1_01536
contig_1	cds	1808785	1810098	-	GCF_011405655.1_01537		hypothetical protein	SO:0001217, UniRef:UniRef50_R9K957, UserProtein:GCF_011405655.1_01537
contig_1	cds	1810095	1812653	-	GCF_011405655.1_01538	rcsC	Sensor histidine kinase RcsC	EC:2.7.13.3, SO:0001217, UniRef:UniRef50_A0A7U9R0L1, UserProtein:GCF_011405655.1_01538
contig_1	cds	1813270	1814268	-	GCF_011405655.1_01539	gpsA	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	EC:1.1.1.94, SO:0001217, UniRef:UniRef50_A0A3N0AIW7, UserProtein:GCF_011405655.1_01539
contig_1	cds	1814463	1815164	-	GCF_011405655.1_01540	plsY	Glycerol-3-phosphate acyltransferase	COG:COG0344, EC:2.3.1.275, SO:0001217, UniRef:UniRef50_A0A6L7IUD7, UserProtein:GCF_011405655.1_01540
contig_1	cds	1815168	1816481	-	GCF_011405655.1_01541	der_2	GTPase Der	COG:COG1160, SO:0001217, UniRef:UniRef50_G5F550, UserProtein:GCF_011405655.1_01541
contig_1	cds	1816500	1818128	-	GCF_011405655.1_01542		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L1J0, UserProtein:GCF_011405655.1_01542
contig_1	cds	1818131	1819027	-	GCF_011405655.1_01543	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	COG:COG0761, EC:1.17.7.4, SO:0001217, UniRef:UniRef50_C8WGR3, UserProtein:GCF_011405655.1_01543
contig_1	cds	1819030	1819899	-	GCF_011405655.1_01544		hypothetical protein	SO:0001217, UniRef:UniRef50_F7UUM7, UserProtein:GCF_011405655.1_01544
contig_1	cds	1819899	1820570	-	GCF_011405655.1_01545	cmk	Cytidylate kinase	COG:COG0283, EC:2.7.4.25, SO:0001217, UniRef:UniRef50_A0A7X7N1K4, UserProtein:GCF_011405655.1_01545
contig_1	cds	1820570	1821907	-	GCF_011405655.1_01546	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	COG:COG0128, EC:2.5.1.19, SO:0001217, UniRef:UniRef50_F7UUM9, UserProtein:GCF_011405655.1_01546
contig_1	cds	1821897	1823144	-	GCF_011405655.1_01547		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WGQ9, UserProtein:GCF_011405655.1_01547
contig_1	cds	1823809	1824156	+	GCF_011405655.1_01548		hypothetical protein	UserProtein:GCF_011405655.1_01548
contig_1	cds	1824164	1824424	+	GCF_011405655.1_01549		hypothetical protein	UserProtein:GCF_011405655.1_01549
contig_1	cds	1824426	1824677	+	GCF_011405655.1_01550		hypothetical protein	UserProtein:GCF_011405655.1_01550
contig_1	cds	1824670	1824855	+	GCF_011405655.1_01551		hypothetical protein	UserProtein:GCF_011405655.1_01551
contig_1	cds	1824857	1825054	+	GCF_011405655.1_01552		hypothetical protein	UserProtein:GCF_011405655.1_01552
contig_1	cds	1825047	1825427	+	GCF_011405655.1_01553		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L1Y2, UserProtein:GCF_011405655.1_01553
contig_1	cds	1825428	1825637	+	GCF_011405655.1_01554		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L164, UserProtein:GCF_011405655.1_01554
contig_1	cds	1825634	1825801	+	GCF_011405655.1_01555		hypothetical protein	UserProtein:GCF_011405655.1_01555
contig_1	cds	1825820	1825984	+	GCF_011405655.1_01556		hypothetical protein	UserProtein:GCF_011405655.1_01556
contig_1	cds	1826169	1826360	+	GCF_011405655.1_01557		hypothetical protein	UserProtein:GCF_011405655.1_01557
contig_1	cds	1826370	1826510	+	GCF_011405655.1_01558		hypothetical protein	UserProtein:GCF_011405655.1_01558
contig_1	cds	1826507	1828000	+	GCF_011405655.1_01559		hypothetical protein	UserProtein:GCF_011405655.1_01559
contig_1	cds	1827993	1828250	+	GCF_011405655.1_01560		hypothetical protein	UserProtein:GCF_011405655.1_01560
contig_1	cds	1828257	1828874	+	GCF_011405655.1_01561		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6N8JJ78, UserProtein:GCF_011405655.1_01561
contig_1	cds	1829122	1829931	+	GCF_011405655.1_01562		hypothetical protein	UserProtein:GCF_011405655.1_01562
contig_1	cds	1830156	1831364	+	GCF_011405655.1_01563		IS110 family transposase ISBth13	UserProtein:GCF_011405655.1_01563
contig_1	cds	1831361	1831681	-	GCF_011405655.1_01564		hypothetical protein	UserProtein:GCF_011405655.1_01564
contig_1	cds	1832064	1833482	-	GCF_011405655.1_01565		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SN06, UserProtein:GCF_011405655.1_01565
contig_1	cds	1833479	1835743	-	GCF_011405655.1_01566	rcsC	Sensor histidine kinase RcsC	EC:2.7.13.3, SO:0001217, UniRef:UniRef50_R9L0G3, UserProtein:GCF_011405655.1_01566
contig_1	cds	1835888	1836868	-	GCF_011405655.1_01567		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L186, UserProtein:GCF_011405655.1_01567
contig_1	cds	1837057	1837455	-	GCF_011405655.1_01568	panD	Aspartate 1-decarboxylase	COG:COG0853, EC:4.1.1.11, SO:0001217, UniRef:UniRef50_A0A657B2P3, UserProtein:GCF_011405655.1_01568
contig_1	cds	1837459	1838310	-	GCF_011405655.1_01569	panC	Pantothenate synthetase	COG:COG0414, EC:6.3.2.1, SO:0001217, UniRef:UniRef50_A0A7Y5NG51, UserProtein:GCF_011405655.1_01569
contig_1	cds	1838321	1839145	-	GCF_011405655.1_01570	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	EC:2.1.2.11, SO:0001217, UniRef:UniRef50_A0A142Y5R2, UserProtein:GCF_011405655.1_01570
contig_1	cds	1839436	1840263	-	GCF_011405655.1_01571	rluB	Ribosomal large subunit pseudouridine synthase B	COG:COG1187, EC:5.4.99.22, SO:0001217, UniRef:UniRef50_R9L0F7, UserProtein:GCF_011405655.1_01571
contig_1	cds	1840274	1841254	-	GCF_011405655.1_01572	scpB	Segregation and condensation protein B	SO:0001217, UniRef:UniRef50_A0A369L6H9, UserProtein:GCF_011405655.1_01572
contig_1	cds	1841261	1842052	-	GCF_011405655.1_01573	scpA	Segregation and condensation protein A	COG:COG1354, SO:0001217, UniRef:UniRef50_A0A6M8IZL0, UserProtein:GCF_011405655.1_01573
contig_1	cds	1842068	1842784	-	GCF_011405655.1_01574		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L1H2, UserProtein:GCF_011405655.1_01574
contig_1	cds	1842833	1844758	-	GCF_011405655.1_01575		hypothetical protein	UserProtein:GCF_011405655.1_01575
contig_1	cds	1844759	1845220	-	GCF_011405655.1_01576	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	COG:COG0219, EC:2.1.1.207, SO:0001217, UniRef:UniRef50_A0A4Q2K374, UserProtein:GCF_011405655.1_01576
contig_1	cds	1845220	1847412	-	GCF_011405655.1_01577	btuD	Vitamin B12 import ATP-binding protein BtuD	EC:7.6.2.8, SO:0001217, UniRef:UniRef50_A0A096LLC1, UserProtein:GCF_011405655.1_01577
contig_1	cds	1847569	1848072	-	GCF_011405655.1_01578		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SL46, UserProtein:GCF_011405655.1_01578
contig_1	cds	1848470	1849744	-	GCF_011405655.1_01579		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KTW1, UserProtein:GCF_011405655.1_01579
contig_1	cds	1850087	1851145	+	GCF_011405655.1_01581	trpS2	Tryptophan--tRNA ligase 2	COG:COG0180, EC:6.1.1.2, SO:0001217, UniRef:UniRef50_A0A2X2LQX5, UserProtein:GCF_011405655.1_01581
contig_1	cds	1851214	1853256	-	GCF_011405655.1_01582	nhaK_1	Sodium, potassium, lithium and rubidium/H(+) antiporter	COG:COG0025, UserProtein:GCF_011405655.1_01582
contig_1	cds	1853266	1854951	-	GCF_011405655.1_01583		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L0E5, UserProtein:GCF_011405655.1_01583
contig_1	cds	1855584	1856297	-	GCF_011405655.1_01586	tcdA	tRNA threonylcarbamoyladenosine dehydratase	COG:COG1179, EC:6.1.-.-, SO:0001217, UniRef:UniRef50_F4LVJ4, UserProtein:GCF_011405655.1_01586
contig_1	cds	1856567	1857700	+	GCF_011405655.1_01587		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A369NE03, UserProtein:GCF_011405655.1_01587
contig_1	cds	1857862	1859589	-	GCF_011405655.1_01589	argS	Arginine--tRNA ligase	EC:6.1.1.19, SO:0001217, UniRef:UniRef50_A0A2T5CAZ6, UserProtein:GCF_011405655.1_01589
contig_1	cds	1859802	1861406	-	GCF_011405655.1_01590		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KYF4, UserProtein:GCF_011405655.1_01590
contig_1	cds	1861526	1862521	-	GCF_011405655.1_01591	arcB_1	Ornithine carbamoyltransferase, catabolic	EC:2.1.3.3, SO:0001217, UniRef:UniRef50_P0C0D0, UserProtein:GCF_011405655.1_01591
contig_1	cds	1862648	1863871	-	GCF_011405655.1_01592	arcA_2	Arginine deiminase	COG:COG2235, EC:3.5.3.6, SO:0001217, UniRef:UniRef50_P0C0B4, UserProtein:GCF_011405655.1_01592
contig_1	cds	1864349	1865608	+	GCF_011405655.1_01594		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WK89, UserProtein:GCF_011405655.1_01594
contig_1	cds	1865816	1866895	-	GCF_011405655.1_01595		hypothetical protein	SO:0001217, UniRef:UniRef50_K0YKX8, UserProtein:GCF_011405655.1_01595
contig_1	cds	1866912	1868735	-	GCF_011405655.1_01596		hypothetical protein	SO:0001217, UniRef:UniRef50_K0YUT2, UserProtein:GCF_011405655.1_01596
contig_1	cds	1869081	1870628	+	GCF_011405655.1_01597		hypothetical protein	UserProtein:GCF_011405655.1_01597
contig_1	cds	1870638	1872236	-	GCF_011405655.1_01598	cimA	(R)-citramalate synthase	COG:COG0119, EC:2.3.1.182, SO:0001217, UniRef:UniRef50_C8WKR4, UserProtein:GCF_011405655.1_01598
contig_1	cds	1872302	1872817	-	GCF_011405655.1_01599		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L152, UserProtein:GCF_011405655.1_01599
contig_1	cds	1873025	1873294	+	GCF_011405655.1_01600		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A369NVP7, UserProtein:GCF_011405655.1_01600
contig_1	cds	1874218	1875390	-	GCF_011405655.1_01603	nrfA_1	Cytochrome c-552	EC:1.7.2.2, UserProtein:GCF_011405655.1_01603
contig_1	cds	1875611	1877071	+	GCF_011405655.1_01604	rcsC	Sensor histidine kinase RcsC	EC:2.7.13.3, UserProtein:GCF_011405655.1_01604
