# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1497190	1497573	-	GCF_000478885.1_01203		hypothetical protein	UserProtein:GCF_000478885.1_01203
contig_1	cds	1497533	1497886	-	GCF_000478885.1_01204		hypothetical protein	UserProtein:GCF_000478885.1_01204
contig_1	cds	1497890	1499137	-	GCF_000478885.1_01205		hypothetical protein	UserProtein:GCF_000478885.1_01205
contig_1	cds	1499150	1499941	-	GCF_000478885.1_01206	clpP_2	ATP-dependent Clp protease proteolytic subunit	EC:3.4.21.92, UserProtein:GCF_000478885.1_01206
contig_1	cds	1499945	1501096	-	GCF_000478885.1_01207		hypothetical protein	UserProtein:GCF_000478885.1_01207
contig_1	cds	1501110	1502717	-	GCF_000478885.1_01208		hypothetical protein	SO:0001217, UniRef:UniRef50_R4K4C8, UserProtein:GCF_000478885.1_01208
contig_1	cds	1502770	1503228	-	GCF_000478885.1_01209		hypothetical protein	UserProtein:GCF_000478885.1_01209
contig_1	cds	1503374	1503748	-	GCF_000478885.1_01210		hypothetical protein	UserProtein:GCF_000478885.1_01210
contig_1	cds	1503896	1504339	-	GCF_000478885.1_01211		hypothetical protein	UserProtein:GCF_000478885.1_01211
contig_1	cds	1504390	1504716	-	GCF_000478885.1_01212		hypothetical protein	UserProtein:GCF_000478885.1_01212
contig_1	cds	1504799	1505020	-	GCF_000478885.1_01213		hypothetical protein	UserProtein:GCF_000478885.1_01213
contig_1	cds	1505017	1505403	-	GCF_000478885.1_01214		hypothetical protein	UserProtein:GCF_000478885.1_01214
contig_1	cds	1505400	1505597	-	GCF_000478885.1_01215		hypothetical protein	UserProtein:GCF_000478885.1_01215
contig_1	cds	1505659	1505847	-	GCF_000478885.1_01216		hypothetical protein	UserProtein:GCF_000478885.1_01216
contig_1	cds	1505844	1506464	-	GCF_000478885.1_01217		hypothetical protein	UserProtein:GCF_000478885.1_01217
contig_1	cds	1506648	1506791	-	GCF_000478885.1_01218		hypothetical protein	UserProtein:GCF_000478885.1_01218
contig_1	cds	1506781	1507017	-	GCF_000478885.1_01219		hypothetical protein	UserProtein:GCF_000478885.1_01219
contig_1	cds	1507395	1507862	-	GCF_000478885.1_01220		hypothetical protein	UserProtein:GCF_000478885.1_01220
contig_1	cds	1507859	1508095	-	GCF_000478885.1_01221		hypothetical protein	UserProtein:GCF_000478885.1_01221
contig_1	cds	1508111	1508449	-	GCF_000478885.1_01222		hypothetical protein	UserProtein:GCF_000478885.1_01222
contig_1	cds	1508449	1510944	-	GCF_000478885.1_01223		hypothetical protein	SO:0001217, UniRef:UniRef50_S3L7L4, UserProtein:GCF_000478885.1_01223
contig_1	cds	1511020	1511244	-	GCF_000478885.1_01224		hypothetical protein	UserProtein:GCF_000478885.1_01224
contig_1	cds	1511241	1511504	-	GCF_000478885.1_01225		hypothetical protein	UserProtein:GCF_000478885.1_01225
contig_1	cds	1511508	1512599	-	GCF_000478885.1_01226	dnaN_1	Beta sliding clamp	COG:COG0592, UserProtein:GCF_000478885.1_01226
contig_1	cds	1512616	1512978	-	GCF_000478885.1_01227		hypothetical protein	UserProtein:GCF_000478885.1_01227
contig_1	cds	1512990	1513784	-	GCF_000478885.1_01228		hypothetical protein	UserProtein:GCF_000478885.1_01228
contig_1	cds	1513786	1514661	-	GCF_000478885.1_01229		hypothetical protein	UserProtein:GCF_000478885.1_01229
contig_1	cds	1514658	1515167	-	GCF_000478885.1_01230		hypothetical protein	UserProtein:GCF_000478885.1_01230
contig_1	cds	1515164	1515487	-	GCF_000478885.1_01231		hypothetical protein	UserProtein:GCF_000478885.1_01231
contig_1	cds	1515866	1515979	-	GCF_000478885.1_01232		hypothetical protein	UserProtein:GCF_000478885.1_01232
contig_1	cds	1516267	1516476	-	GCF_000478885.1_01233		hypothetical protein	UserProtein:GCF_000478885.1_01233
contig_1	cds	1516491	1516739	-	GCF_000478885.1_01234		hypothetical protein	UserProtein:GCF_000478885.1_01234
contig_1	cds	1516723	1516920	-	GCF_000478885.1_01235		hypothetical protein	UserProtein:GCF_000478885.1_01235
contig_1	cds	1516925	1517527	-	GCF_000478885.1_01236		hypothetical protein	UserProtein:GCF_000478885.1_01236
contig_1	cds	1517666	1518046	+	GCF_000478885.1_01237		hypothetical protein	UserProtein:GCF_000478885.1_01237
contig_1	cds	1518131	1518763	+	GCF_000478885.1_01238		hypothetical protein	UserProtein:GCF_000478885.1_01238
contig_1	cds	1520561	1522726	-	GCF_000478885.1_01240	rlmL	Ribosomal RNA large subunit methyltransferase K/L	COG:COG0116, SO:0001217, UniRef:UniRef50_A0A6F8SM34, UserProtein:GCF_000478885.1_01240
contig_1	cds	1522985	1524235	-	GCF_000478885.1_01241	rpoD	RNA polymerase sigma factor RpoD	SO:0001217, UniRef:UniRef50_A0A6I3D3U7, UserProtein:GCF_000478885.1_01241
contig_1	cds	1524486	1525196	-	GCF_000478885.1_01242	walR	Transcriptional regulatory protein WalR	COG:COG0745, SO:0001217, UniRef:UniRef50_I4A487, UserProtein:GCF_000478885.1_01242
contig_1	cds	1525189	1526997	-	GCF_000478885.1_01243	rcsC	Sensor histidine kinase RcsC	EC:2.7.13.3, SO:0001217, UniRef:UniRef50_A0A0A8B3H9, UserProtein:GCF_000478885.1_01243
contig_1	cds	1527142	1527759	-	GCF_000478885.1_01244	dmsB_9	Anaerobic dimethyl sulfoxide reductase chain B	COG:COG0437, SO:0001217, UniRef:UniRef50_A0A6M8J1E3, UserProtein:GCF_000478885.1_01244
contig_1	cds	1527775	1530402	-	GCF_000478885.1_01245	dmsA	Dimethyl sulfoxide reductase DmsA	COG:COG0243, EC:1.8.5.3, SO:0001217, UniRef:UniRef50_A0A6N3AIV0, UserProtein:GCF_000478885.1_01245
contig_1	cds	1530781	1531041	-	GCF_000478885.1_01246		hypothetical protein	UserProtein:GCF_000478885.1_01246
contig_1	cds	1531119	1532669	-	GCF_000478885.1_01247		hypothetical protein	UserProtein:GCF_000478885.1_01247
contig_1	cds	1532833	1534413	+	GCF_000478885.1_01248	urdA_4	Urocanate reductase	COG:COG1053, EC:1.3.99.33, UserProtein:GCF_000478885.1_01248
contig_1	cds	1534526	1536874	-	GCF_000478885.1_01249	priA	Primosomal protein N'	COG:COG1198, EC:3.6.4.-, SO:0001217, UniRef:UniRef50_R7CCM5, UserProtein:GCF_000478885.1_01249
contig_1	cds	1536896	1537381	-	GCF_000478885.1_01250	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	COG:COG2606, EC:4.2.-.-, SO:0001217, UniRef:UniRef50_A0A3S9V2P2, UserProtein:GCF_000478885.1_01250
contig_1	cds	1537381	1538307	-	GCF_000478885.1_01251		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SLE5, UserProtein:GCF_000478885.1_01251
contig_1	cds	1538308	1539699	-	GCF_000478885.1_01252		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WGN3, UserProtein:GCF_000478885.1_01252
contig_1	cds	1539820	1540413	-	GCF_000478885.1_01253		hypothetical protein	UserProtein:GCF_000478885.1_01253
contig_1	cds	1540662	1542263	+	GCF_000478885.1_01254		hypothetical protein	SO:0001217, UniRef:UniRef50_F7UZQ9, UserProtein:GCF_000478885.1_01254
contig_1	cds	1542454	1543722	+	GCF_000478885.1_01255	metK_2	S-adenosylmethionine synthase	COG:COG0192, EC:2.5.1.6, SO:0001217, UniRef:UniRef50_O83772, UserProtein:GCF_000478885.1_01255
contig_1	cds	1544075	1544491	-	GCF_000478885.1_01256		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WGM7, UserProtein:GCF_000478885.1_01256
contig_1	cds	1544636	1545925	-	GCF_000478885.1_01257		hypothetical protein	UserProtein:GCF_000478885.1_01257
contig_1	cds	1545956	1547578	-	GCF_000478885.1_01258	gltX1	Glutamate--tRNA ligase 1	COG:COG0008, EC:6.1.1.17, SO:0001217, UniRef:UniRef50_A0A143X9X7, UserProtein:GCF_000478885.1_01258
contig_1	cds	1547853	1550198	+	GCF_000478885.1_01259		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SLQ5, UserProtein:GCF_000478885.1_01259
contig_1	cds	1550287	1550733	-	GCF_000478885.1_01260		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1G4FME7, UserProtein:GCF_000478885.1_01260
contig_1	cds	1550997	1552016	-	GCF_000478885.1_01261	yicL	putative inner membrane transporter YicL	COG:COG0697, SO:0001217, UniRef:UniRef50_R9KYU8, UserProtein:GCF_000478885.1_01261
contig_1	cds	1552167	1556042	-	GCF_000478885.1_01262	mfd	Transcription-repair-coupling factor	EC:3.6.4.-, SO:0001217, UniRef:UniRef50_K0YXK9, UserProtein:GCF_000478885.1_01262
contig_1	cds	1556295	1556957	+	GCF_000478885.1_01263	nth_1	Endonuclease III	COG:COG0177, EC:4.2.99.18, UserProtein:GCF_000478885.1_01263
contig_1	cds	1557027	1557527	-	GCF_000478885.1_01264		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SK40, UserProtein:GCF_000478885.1_01264
contig_1	cds	1557537	1557983	-	GCF_000478885.1_01265		hypothetical protein	UserProtein:GCF_000478885.1_01265
contig_1	cds	1558309	1560501	-	GCF_000478885.1_01266		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WH40, UserProtein:GCF_000478885.1_01266
contig_1	cds	1560494	1563145	-	GCF_000478885.1_01267		hypothetical protein	SO:0001217, UniRef:UniRef50_F7UU94, UserProtein:GCF_000478885.1_01267
contig_1	cds	1563480	1564166	-	GCF_000478885.1_01268		hypothetical protein	SO:0001217, UniRef:UniRef50_G1WIL9, UserProtein:GCF_000478885.1_01268
contig_1	cds	1564168	1565841	-	GCF_000478885.1_01269	hydB	Periplasmic [NiFe] hydrogenase large subunit	COG:COG0374, EC:1.12.2.1, SO:0001217, UniRef:UniRef50_A0A143XCN1, UserProtein:GCF_000478885.1_01269
contig_1	cds	1565859	1567136	-	GCF_000478885.1_01270		hypothetical protein	SO:0001217, UniRef:UniRef50_D6EA05, UserProtein:GCF_000478885.1_01270
contig_1	cds	1567768	1568616	-	GCF_000478885.1_01271	pheA	Bifunctional chorismate mutase/prephenate dehydratase	SO:0001217, UniRef:UniRef50_A0A143XC06, UserProtein:GCF_000478885.1_01271
contig_1	cds	1569118	1570050	+	GCF_000478885.1_01272		hypothetical protein	UserProtein:GCF_000478885.1_01272
contig_1	cds	1570382	1571023	-	GCF_000478885.1_01273	mntP	putative manganese efflux pump MntP	COG:COG1971, SO:0001217, UniRef:UniRef50_R9KYM5, UserProtein:GCF_000478885.1_01273
contig_1	cds	1571042	1571935	-	GCF_000478885.1_01274	nth_2	Endonuclease III	EC:4.2.99.18, SO:0001217, UniRef:UniRef50_F7V0V1, UserProtein:GCF_000478885.1_01274
contig_1	cds	1572040	1573470	-	GCF_000478885.1_01275		hypothetical protein	UserProtein:GCF_000478885.1_01275
contig_1	cds	1573687	1574544	-	GCF_000478885.1_01276		hypothetical protein	UserProtein:GCF_000478885.1_01276
contig_1	cds	1574783	1576684	-	GCF_000478885.1_01277		putative ABC transporter ATP-binding protein	COG:COG1132, SO:0001217, UniRef:UniRef50_A0A1C5QJ06, UserProtein:GCF_000478885.1_01277
contig_1	cds	1576681	1578492	-	GCF_000478885.1_01278		putative ABC transporter ATP-binding protein	COG:COG1132, SO:0001217, UniRef:UniRef50_R9KYM9, UserProtein:GCF_000478885.1_01278
contig_1	cds	1578506	1578835	-	GCF_000478885.1_01279		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KXY0, UserProtein:GCF_000478885.1_01279
contig_1	cds	1578832	1579620	-	GCF_000478885.1_01280		hypothetical protein	UserProtein:GCF_000478885.1_01280
contig_1	cds	1655007	1655243	+	GCF_000478885.1_01282		hypothetical protein	UserProtein:GCF_000478885.1_01282
contig_1	cds	1655233	1655799	-	GCF_000478885.1_01283		hypothetical protein	UserProtein:GCF_000478885.1_01283
contig_1	cds	1655786	1656547	-	GCF_000478885.1_01284	soj_2	Sporulation initiation inhibitor protein Soj	COG:COG1192, EC:3.6.-.-, SO:0001217, UniRef:UniRef50_R9KYN3, UserProtein:GCF_000478885.1_01284
contig_1	cds	1656643	1657842	-	GCF_000478885.1_01285	drdI	5-deoxyribose 1-phosphate isomerase	EC:5.3.1.-, SO:0001217, UniRef:UniRef50_B5ED21, UserProtein:GCF_000478885.1_01285
contig_1	cds	1657918	1660635	-	GCF_000478885.1_01286	ppdK	Pyruvate, phosphate dikinase	COG:COG0574, EC:2.7.9.1, SO:0001217, UniRef:UniRef50_B9CKG6, UserProtein:GCF_000478885.1_01286
contig_1	cds	1661518	1662537	-	GCF_000478885.1_01287		hypothetical protein	UserProtein:GCF_000478885.1_01287
contig_1	cds	1663357	1664268	-	GCF_000478885.1_01288	yqfL	Putative pyruvate, phosphate dikinase regulatory protein	COG:COG1806, EC:2.7.11.32, SO:0001217, UniRef:UniRef50_A0A6N8JPC2, UserProtein:GCF_000478885.1_01288
contig_1	cds	1664268	1666355	-	GCF_000478885.1_01289	glyS	Glycine--tRNA ligase beta subunit	COG:COG0751, EC:6.1.1.14, SO:0001217, UniRef:UniRef50_C7MLG4, UserProtein:GCF_000478885.1_01289
contig_1	cds	1666359	1667507	-	GCF_000478885.1_01290		hypothetical protein	SO:0001217, UniRef:UniRef50_Q9KVW7, UserProtein:GCF_000478885.1_01290
contig_1	cds	1667526	1668140	-	GCF_000478885.1_01291	lepB	Signal peptidase I	COG:COG0681, EC:3.4.21.89, SO:0001217, UniRef:UniRef50_A0A3A9AUP3, UserProtein:GCF_000478885.1_01291
contig_1	cds	1668187	1669125	-	GCF_000478885.1_01292	trmD	tRNA (guanine-N(1)-)-methyltransferase	EC:2.1.1.228, SO:0001217, UniRef:UniRef50_A0A2N3FL46, UserProtein:GCF_000478885.1_01292
contig_1	cds	1669184	1669708	-	GCF_000478885.1_01293	rimM	Ribosome maturation factor RimM	UserProtein:GCF_000478885.1_01293
contig_1	cds	1669709	1669963	-	GCF_000478885.1_01294		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3A9AU62, UserProtein:GCF_000478885.1_01294
contig_1	cds	1669968	1670213	-	GCF_000478885.1_01295	rpsP	30S ribosomal protein S16	COG:COG0228, SO:0001217, UniRef:UniRef50_C4Z0E0, UserProtein:GCF_000478885.1_01295
contig_1	cds	1670337	1670960	-	GCF_000478885.1_01296	nikE	Nickel import system ATP-binding protein NikE	COG:COG4608, EC:7.2.2.11, SO:0001217, UniRef:UniRef50_A0A1Y4AHV5, UserProtein:GCF_000478885.1_01296
contig_1	cds	1670954	1671946	-	GCF_000478885.1_01297	btuD	Vitamin B12 import ATP-binding protein BtuD	EC:7.6.2.8, UserProtein:GCF_000478885.1_01297
contig_1	cds	1671956	1672831	-	GCF_000478885.1_01298	oppC	Oligopeptide transport system permease protein OppC	COG:COG1173, SO:0001217, UniRef:UniRef50_C6LK46, UserProtein:GCF_000478885.1_01298
contig_1	cds	1672824	1673807	-	GCF_000478885.1_01299	dppB	Dipeptide transport system permease protein DppB	COG:COG0601, SO:0001217, UniRef:UniRef50_G2T5S3, UserProtein:GCF_000478885.1_01299
contig_1	cds	1674008	1675678	-	GCF_000478885.1_01300		hypothetical protein	SO:0001217, UniRef:UniRef50_F7UVP0, UserProtein:GCF_000478885.1_01300
contig_1	cds	1675973	1677388	-	GCF_000478885.1_01301	ffh	Signal recognition particle protein	COG:COG0541, SO:0001217, UniRef:UniRef50_A0A1C7GRD4, UserProtein:GCF_000478885.1_01301
contig_1	cds	1677402	1678892	-	GCF_000478885.1_01302	ftsY	Signal recognition particle receptor FtsY	SO:0001217, UniRef:UniRef50_R9KYP7, UserProtein:GCF_000478885.1_01302
contig_1	cds	1678980	1680359	-	GCF_000478885.1_01303		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A316MP94, UserProtein:GCF_000478885.1_01303
contig_1	cds	1681091	1681699	-	GCF_000478885.1_01305	soeB_6	Sulfite dehydrogenase subunit B	COG:COG0437, SO:0001217, UniRef:UniRef50_A0A6F8SJZ9, UserProtein:GCF_000478885.1_01305
contig_1	cds	1681713	1684454	-	GCF_000478885.1_01306	napA_4	Periplasmic nitrate reductase	EC:1.9.6.1, SO:0001217, UniRef:UniRef50_A0A6F8SLA3, UserProtein:GCF_000478885.1_01306
contig_1	cds	1684744	1685676	-	GCF_000478885.1_01307		hypothetical protein	SO:0001217, UniRef:UniRef50_F7UZF5, UserProtein:GCF_000478885.1_01307
contig_1	cds	1685699	1686139	-	GCF_000478885.1_01308	fadR	Fatty acid metabolism regulator protein	SO:0001217, UniRef:UniRef50_A0A6F8SJW9, UserProtein:GCF_000478885.1_01308
contig_1	cds	1686239	1687189	-	GCF_000478885.1_01309		hypothetical protein	SO:0001217, UniRef:UniRef50_F7UZF3, UserProtein:GCF_000478885.1_01309
contig_1	cds	1687236	1689236	-	GCF_000478885.1_01310	rnr	Ribonuclease R	COG:COG0557, EC:3.1.13.1, SO:0001217, UniRef:UniRef50_F7UV41, UserProtein:GCF_000478885.1_01310
contig_1	cds	1689294	1690607	-	GCF_000478885.1_01311		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SLV1, UserProtein:GCF_000478885.1_01311
contig_1	cds	1690712	1691626	-	GCF_000478885.1_01312	ftsX	Cell division protein FtsX	COG:COG2177, SO:0001217, UniRef:UniRef50_F7UV43, UserProtein:GCF_000478885.1_01312
contig_1	cds	1691619	1692509	-	GCF_000478885.1_01313	btuD	Vitamin B12 import ATP-binding protein BtuD	EC:7.6.2.8, SO:0001217, UniRef:UniRef50_A0A395VB58, UserProtein:GCF_000478885.1_01313
contig_1	cds	1692553	1693530	-	GCF_000478885.1_01314	aptB	Apulose-4-phosphate transketolase subunit B	COG:COG3958, EC:2.2.1.-, SO:0001217, UniRef:UniRef50_G1WJG5, UserProtein:GCF_000478885.1_01314
contig_1	cds	1693541	1694374	-	GCF_000478885.1_01315	aptA	Apulose-4-phosphate transketolase subunit A	COG:COG3959, EC:2.2.1.-, SO:0001217, UniRef:UniRef50_D6E6B6, UserProtein:GCF_000478885.1_01315
contig_1	cds	1694547	1696643	-	GCF_000478885.1_01316		hypothetical protein	UserProtein:GCF_000478885.1_01316
contig_1	cds	1696652	1697326	-	GCF_000478885.1_01317		hypothetical protein	UserProtein:GCF_000478885.1_01317
contig_1	cds	1697831	1698112	-	GCF_000478885.1_01318		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A5E4PI01, UserProtein:GCF_000478885.1_01318
contig_1	cds	1698084	1698311	-	GCF_000478885.1_01319		hypothetical protein	UserProtein:GCF_000478885.1_01319
contig_1	cds	1698410	1699510	-	GCF_000478885.1_01320	prfB	Peptide chain release factor 2	SO:0001217, UniRef:UniRef50_F7UV47, UserProtein:GCF_000478885.1_01320
contig_1	cds	1699708	1702539	-	GCF_000478885.1_01321	secA1_2	Protein translocase subunit SecA 1	COG:COG0653, SO:0001217, UniRef:UniRef50_Q1AVJ6, UserProtein:GCF_000478885.1_01321
contig_1	cds	1702575	1703195	+	GCF_000478885.1_01322		hypothetical protein	UserProtein:GCF_000478885.1_01322
contig_1	cds	1703474	1704586	-	GCF_000478885.1_01323		hypothetical protein	UserProtein:GCF_000478885.1_01323
contig_1	cds	1705465	1706499	-	GCF_000478885.1_01324	cydB	Cytochrome bd-I ubiquinol oxidase subunit 2	COG:COG1294, EC:7.1.1.7, SO:0001217, UniRef:UniRef50_D0WHD0, UserProtein:GCF_000478885.1_01324
contig_1	cds	1706502	1707992	-	GCF_000478885.1_01325	cydA	Cytochrome bd-I ubiquinol oxidase subunit 1	COG:COG1271, EC:7.1.1.7, SO:0001217, UniRef:UniRef50_G1WK28, UserProtein:GCF_000478885.1_01325
contig_1	cds	1708171	1710780	-	GCF_000478885.1_01326		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A369P3H9, UserProtein:GCF_000478885.1_01326
contig_1	cds	1711385	1711840	-	GCF_000478885.1_01327	rsfS	Ribosomal silencing factor RsfS	SO:0001217, UniRef:UniRef50_A0A4T9T5T1, UserProtein:GCF_000478885.1_01327
contig_1	cds	1711980	1712621	-	GCF_000478885.1_01328		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6L7IZE5, UserProtein:GCF_000478885.1_01328
contig_1	cds	1712602	1713270	-	GCF_000478885.1_01329	nadD	Nicotinate-nucleotide adenylyltransferase	COG:COG1057, EC:2.7.7.18, UserProtein:GCF_000478885.1_01329
contig_1	cds	1713276	1714565	-	GCF_000478885.1_01330	proA	Gamma-glutamyl phosphate reductase	COG:COG0014, EC:1.2.1.41, SO:0001217, UniRef:UniRef50_G1WK17, UserProtein:GCF_000478885.1_01330
contig_1	cds	1714575	1715708	-	GCF_000478885.1_01331	proB	Glutamate 5-kinase	EC:2.7.2.11, SO:0001217, UniRef:UniRef50_A0A1Y4E0P1, UserProtein:GCF_000478885.1_01331
contig_1	cds	1715708	1717105	-	GCF_000478885.1_01332	obg	GTPase Obg	EC:3.6.5.-, SO:0001217, UniRef:UniRef50_B1I5V8, UserProtein:GCF_000478885.1_01332
contig_1	cds	1717462	1717722	-	GCF_000478885.1_01333	rpmA	50S ribosomal protein L27	COG:COG0211, SO:0001217, UniRef:UniRef50_A0A0G3EDN6, UserProtein:GCF_000478885.1_01333
contig_1	cds	1717744	1718064	-	GCF_000478885.1_01334	rplU	50S ribosomal protein L21	COG:COG0261, UserProtein:GCF_000478885.1_01334
contig_1	cds	1718539	1720137	-	GCF_000478885.1_01335		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KYF4, UserProtein:GCF_000478885.1_01335
contig_1	cds	1720206	1721429	-	GCF_000478885.1_01336	arcA_5	Arginine deiminase	COG:COG2235, EC:3.5.3.6, SO:0001217, UniRef:UniRef50_P0C0B4, UserProtein:GCF_000478885.1_01336
contig_1	cds	1721912	1722877	+	GCF_000478885.1_01337		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L6R0, UserProtein:GCF_000478885.1_01337
contig_1	cds	1723124	1725751	-	GCF_000478885.1_01338	polA	DNA polymerase I	COG:COG0258, EC:2.7.7.7, SO:0001217, UniRef:UniRef50_A0A133ZEH4, UserProtein:GCF_000478885.1_01338
contig_1	cds	1725769	1726443	-	GCF_000478885.1_01339		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KY23, UserProtein:GCF_000478885.1_01339
contig_1	cds	1726445	1727788	-	GCF_000478885.1_01340	glnA_1	Glutamine synthetase	COG:COG0174, EC:6.3.1.2, SO:0001217, UniRef:UniRef50_A0A5K1IH83, UserProtein:GCF_000478885.1_01340
contig_1	cds	1727939	1728421	-	GCF_000478885.1_01341		hypothetical protein	UserProtein:GCF_000478885.1_01341
contig_1	cds	1728587	1728967	-	GCF_000478885.1_01342	dfx	Desulfoferrodoxin	COG:COG2033, EC:1.15.1.2, SO:0001217, UniRef:UniRef50_A0A6F8SK46, UserProtein:GCF_000478885.1_01342
contig_1	cds	1729118	1729969	-	GCF_000478885.1_01343	lgt	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	COG:COG0682, EC:2.5.1.145, SO:0001217, UniRef:UniRef50_C8W7I1, UserProtein:GCF_000478885.1_01343
contig_1	cds	1729969	1730199	-	GCF_000478885.1_01344		hypothetical protein	SO:0001217, UniRef:UniRef50_C8WPJ4, UserProtein:GCF_000478885.1_01344
contig_1	cds	1730366	1730656	-	GCF_000478885.1_01345		hypothetical protein	SO:0001217, UniRef:UniRef50_F7V0D6, UserProtein:GCF_000478885.1_01345
contig_1	cds	1730723	1730953	-	GCF_000478885.1_01346	nfuA	Fe/S biogenesis protein NfuA	SO:0001217, UniRef:UniRef50_S3APP4, UserProtein:GCF_000478885.1_01346
contig_1	cds	1731014	1732525	-	GCF_000478885.1_01347		hypothetical protein	SO:0001217, UniRef:UniRef50_R9L6S1, UserProtein:GCF_000478885.1_01347
contig_1	cds	1732534	1733814	-	GCF_000478885.1_01348	murAA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1	COG:COG0766, EC:2.5.1.7, SO:0001217, UniRef:UniRef50_A0A143XE69, UserProtein:GCF_000478885.1_01348
contig_1	cds	1733947	1734807	-	GCF_000478885.1_01349	tsf	Elongation factor Ts	COG:COG0264, SO:0001217, UniRef:UniRef50_A0A5K1J3V1, UserProtein:GCF_000478885.1_01349
contig_1	cds	1734847	1735665	-	GCF_000478885.1_01350	rpsB	30S ribosomal protein S2	COG:COG0052, SO:0001217, UniRef:UniRef50_P21464, UserProtein:GCF_000478885.1_01350
contig_1	cds	1735915	1736832	-	GCF_000478885.1_01351		hypothetical protein	UserProtein:GCF_000478885.1_01351
contig_1	cds	1737970	1739991	-	GCF_000478885.1_01352		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A143X6Q1, UserProtein:GCF_000478885.1_01352
contig_1	cds	1739975	1741195	-	GCF_000478885.1_01353		hypothetical protein	UserProtein:GCF_000478885.1_01353
contig_1	cds	1741229	1743238	-	GCF_000478885.1_01354	rho	Transcription termination factor Rho	EC:3.6.4.-, UserProtein:GCF_000478885.1_01354
contig_1	cds	1743235	1743921	-	GCF_000478885.1_01355	tal	putative transaldolase	COG:COG0176, EC:2.2.1.2, SO:0001217, UniRef:UniRef50_A0A3F3I5P8, UserProtein:GCF_000478885.1_01355
contig_1	cds	1744206	1745090	-	GCF_000478885.1_01356	cmpR	HTH-type transcriptional activator CmpR	SO:0001217, UniRef:UniRef50_S0SP24, UserProtein:GCF_000478885.1_01356
contig_1	cds	1745278	1746237	+	GCF_000478885.1_01357		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A6F8SKP0, UserProtein:GCF_000478885.1_01357
contig_1	cds	1746664	1746987	-	GCF_000478885.1_01358	hisI	Phosphoribosyl-AMP cyclohydrolase	COG:COG0139, EC:3.5.4.19, SO:0001217, UniRef:UniRef50_F7UV72, UserProtein:GCF_000478885.1_01358
contig_1	cds	1746997	1747290	-	GCF_000478885.1_01359		hypothetical protein	SO:0001217, UniRef:UniRef50_R9KXN5, UserProtein:GCF_000478885.1_01359
contig_1	cds	1747395	1747742	+	GCF_000478885.1_01360		hypothetical protein	SO:0001217, UniRef:UniRef50_I0GNF8, UserProtein:GCF_000478885.1_01360
contig_1	cds	1747732	1748013	+	GCF_000478885.1_01361	higA1	Antitoxin HigA1	COG:COG1396, UserProtein:GCF_000478885.1_01361
contig_1	cds	1748278	1749459	+	GCF_000478885.1_01362		hypothetical protein	UserProtein:GCF_000478885.1_01362
contig_1	cds	1749586	1750350	-	GCF_000478885.1_01363	hisF	Imidazole glycerol phosphate synthase subunit HisF	COG:COG0107, EC:4.3.2.10, SO:0001217, UniRef:UniRef50_D5V902, UserProtein:GCF_000478885.1_01363
contig_1	cds	1750584	1751375	-	GCF_000478885.1_01364	hisA	1-(5-phosphoribosyl)-5-[(5- phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	COG:COG0106, EC:5.3.1.16, SO:0001217, UniRef:UniRef50_F7UV74, UserProtein:GCF_000478885.1_01364
contig_1	cds	1751378	1752082	-	GCF_000478885.1_01365	hisH	Imidazole glycerol phosphate synthase subunit HisH	COG:COG0118, EC:4.3.2.10, SO:0001217, UniRef:UniRef50_A0A172RWJ3, UserProtein:GCF_000478885.1_01365
contig_1	cds	1752079	1752669	-	GCF_000478885.1_01366	hisB	Imidazoleglycerol-phosphate dehydratase	COG:COG0131, EC:4.2.1.19, SO:0001217, UniRef:UniRef50_Q65EG0, UserProtein:GCF_000478885.1_01366
