locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_011405655.1_00769	CDS	837	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
GCF_011405655.1_00770	CDS	1236				hypothetical protein
GCF_011405655.1_00771	CDS	702	vraR			Response regulator protein VraR
GCF_011405655.1_00772	CDS	288	groS		COG0234	10 kDa chaperonin
GCF_011405655.1_00773	CDS	1635	groL			60 kDa chaperonin
GCF_011405655.1_00774	CDS	579	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
GCF_011405655.1_00775	CDS	1416	xanQ		COG2233	Xanthine permease XanQ
GCF_011405655.1_00776	CDS	963				hypothetical protein
GCF_011405655.1_00777	CDS	711				hypothetical protein
GCF_011405655.1_00778	CDS	1752	cstA		COG1966	Peptide transporter CstA
GCF_011405655.1_00779	CDS	603				hypothetical protein
GCF_011405655.1_00780	CDS	432	uspA2		COG0589	Universal stress protein A 
GCF_011405655.1_00781	CDS	1392	yhhS_1			putative MFS-type transporter YhhS
GCF_011405655.1_00782	tRNA	74				tRNA-Gln(ttg)
GCF_011405655.1_00783	tRNA	76				tRNA-Lys(ttt)
GCF_011405655.1_00784	CDS	1293	gshAB		COG1181	Glutathione biosynthesis bifunctional protein GshAB
GCF_011405655.1_00785	CDS	567				hypothetical protein
GCF_011405655.1_00786	CDS	1302	aguA_1	3.5.3.12	COG2957	Agmatine deiminase
GCF_011405655.1_00787	CDS	1083	argF_1	2.1.3.3		Ornithine carbamoyltransferase
GCF_011405655.1_00788	CDS	1299				hypothetical protein
GCF_011405655.1_00789	CDS	933	nlhH_1	3.1.1.1	COG0657	Carboxylesterase NlhH
GCF_011405655.1_00790	CDS	1272				hypothetical protein
GCF_011405655.1_00791	CDS	219	infA		COG0361	Translation initiation factor IF-1
GCF_011405655.1_00792	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
GCF_011405655.1_00793	CDS	369	rpsM		COG0099	30S ribosomal protein S13
GCF_011405655.1_00794	CDS	399	rpsK			30S ribosomal protein S11
GCF_011405655.1_00795	CDS	597	rpsD			30S ribosomal protein S4
GCF_011405655.1_00796	CDS	951	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
GCF_011405655.1_00797	CDS	762				hypothetical protein
GCF_011405655.1_00798	CDS	225				hypothetical protein
GCF_011405655.1_00799	CDS	873	ecfT_2			Energy-coupling factor transporter transmembrane protein EcfT
GCF_011405655.1_00800	CDS	987				hypothetical protein
GCF_011405655.1_00801	CDS	1926		4.2.1.53	COG4716	Oleate hydratase
GCF_011405655.1_00802	CDS	1293	eno	4.2.1.11		Enolase
GCF_011405655.1_00803	CDS	231				hypothetical protein
GCF_011405655.1_00804	CDS	936	hcaR_2			Hca operon transcriptional activator HcaR
GCF_011405655.1_00805	CDS	528				hypothetical protein
GCF_011405655.1_00806	CDS	1137				hypothetical protein
GCF_011405655.1_00807	CDS	1797		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
GCF_011405655.1_00808	CDS	1254	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
GCF_011405655.1_00809	CDS	702				hypothetical protein
GCF_011405655.1_00810	CDS	1476		5.1.1.1		Alanine racemase
GCF_011405655.1_00811	CDS	738				hypothetical protein
GCF_011405655.1_00812	CDS	924	corA		COG0598	Cobalt/magnesium transport protein CorA
GCF_011405655.1_00813	CDS	1314	fpgS	6.3.2.17		Folylpolyglutamate synthase
GCF_011405655.1_00814	CDS	1602	nhaA			Na(+)/H(+) antiporter NhaA
GCF_011405655.1_00815	CDS	585	hpf			Ribosome hibernation promotion factor
GCF_011405655.1_00816	CDS	219	acpP			Acyl carrier protein
GCF_011405655.1_00817	CDS	423				hypothetical protein
GCF_011405655.1_00818	CDS	2511	copA	7.2.2.8		putative copper-importing P-type ATPase A
GCF_011405655.1_00819	CDS	516				hypothetical protein
GCF_011405655.1_00820	CDS	1377	glmU			Bifunctional protein GlmU
GCF_011405655.1_00821	CDS	966	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
GCF_011405655.1_00822	CDS	555	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
GCF_011405655.1_00823	CDS	1413	ribZ_1			Riboflavin transporter RibZ
GCF_011405655.1_00824	CDS	1902	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_011405655.1_00825	CDS	618	yigZ		COG1739	IMPACT family member YigZ
GCF_011405655.1_00826	CDS	135				hypothetical protein
GCF_011405655.1_00827	CDS	426				hypothetical protein
GCF_011405655.1_00828	CDS	786	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
GCF_011405655.1_00829	CDS	690	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
GCF_011405655.1_00830	CDS	135				hypothetical protein
GCF_011405655.1_00831	CDS	672	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
GCF_011405655.1_00832	CDS	3342	srmB_1	3.6.4.13		ATP-dependent RNA helicase SrmB
GCF_011405655.1_00833	CDS	2385	relA		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
GCF_011405655.1_00834	CDS	675	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
GCF_011405655.1_00835	CDS	1056				hypothetical protein
GCF_011405655.1_00836	CDS	630				hypothetical protein
GCF_011405655.1_00837	CDS	1173				hypothetical protein
GCF_011405655.1_00838	CDS	999				hypothetical protein
GCF_011405655.1_00839	CDS	1278	lysC	2.7.2.4	COG0527	Aspartokinase
GCF_011405655.1_00840	CDS	1050	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
GCF_011405655.1_00841	CDS	1047				hypothetical protein
GCF_011405655.1_00842	CDS	768	tlyA	2.1.1.226	COG1189	16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA
GCF_011405655.1_00843	CDS	912	dtd3_1	3.1.1.96		D-aminoacyl-tRNA deacylase
GCF_011405655.1_00844	CDS	315				hypothetical protein
GCF_011405655.1_00845	CDS	387				hypothetical protein
GCF_011405655.1_00846	CDS	699				hypothetical protein
GCF_011405655.1_00847	CDS	360	yccF		COG3304	Inner membrane protein YccF
GCF_011405655.1_00848	CDS	381				hypothetical protein
GCF_011405655.1_00849	CDS	993				hypothetical protein
GCF_011405655.1_00850	CDS	2415	pcrA_2	3.6.4.12		ATP-dependent DNA helicase PcrA
GCF_011405655.1_00851	CDS	1611				hypothetical protein
GCF_011405655.1_00852	CDS	969	ppaC	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
GCF_011405655.1_00853	CDS	1194	pepT	3.4.11.4	COG2195	Peptidase T
GCF_011405655.1_00854	CDS	717				hypothetical protein
GCF_011405655.1_00855	CDS	1143				hypothetical protein
GCF_011405655.1_00856	CDS	1665				hypothetical protein
GCF_011405655.1_00857	CDS	633				hypothetical protein
GCF_011405655.1_00858	CDS	1497				hypothetical protein
GCF_011405655.1_00859	CDS	372	rpsL			30S ribosomal protein S12
GCF_011405655.1_00860	CDS	471	rpsG		COG0049	30S ribosomal protein S7
GCF_011405655.1_00861	CDS	2118	fusA_2		COG0480	Elongation factor G
GCF_011405655.1_00862	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
GCF_011405655.1_00863	CDS	621	rplC		COG0087	50S ribosomal protein L3
GCF_011405655.1_00864	CDS	627	rplD			50S ribosomal protein L4
GCF_011405655.1_00865	CDS	288	rplW		COG0089	50S ribosomal protein L23
GCF_011405655.1_00866	CDS	495				hypothetical protein
GCF_011405655.1_00867	CDS	1587				hypothetical protein
GCF_011405655.1_00868	CDS	1605				hypothetical protein
GCF_011405655.1_00869	CDS	675				hypothetical protein
GCF_011405655.1_00870	CDS	498				hypothetical protein
GCF_011405655.1_00871	CDS	1596				hypothetical protein
GCF_011405655.1_00872	CDS	1533				hypothetical protein
GCF_011405655.1_00873	CDS	702			COG1136	putative ABC transporter ATP-binding protein
GCF_011405655.1_00874	CDS	3273	smc_3			Chromosome partition protein Smc
GCF_011405655.1_00875	CDS	615				IS3 family transposase ISBlo11
GCF_011405655.1_00876	CDS	582				hypothetical protein
GCF_011405655.1_00877	CDS	1347	tig_1	5.2.1.8		Trigger factor
GCF_011405655.1_00878	CDS	2031				hypothetical protein
GCF_011405655.1_00879	CDS	873				hypothetical protein
GCF_011405655.1_00880	CDS	1833				hypothetical protein
GCF_011405655.1_00881	CDS	696	frdB_1	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
GCF_011405655.1_00882	CDS	876				hypothetical protein
GCF_011405655.1_00883	CDS	1836				hypothetical protein
GCF_011405655.1_00884	CDS	696	frdB_2	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
GCF_011405655.1_00885	CDS	1113				hypothetical protein
GCF_011405655.1_00886	CDS	1059				hypothetical protein
GCF_011405655.1_00887	CDS	1398				hypothetical protein
GCF_011405655.1_00888	CDS	1689	urdA_4	1.3.99.33	COG1053	Urocanate reductase
GCF_011405655.1_00889	CDS	831	rplB			50S ribosomal protein L2
GCF_011405655.1_00890	CDS	273	rpsS			30S ribosomal protein S19
GCF_011405655.1_00891	CDS	342	rplV		COG0091	50S ribosomal protein L22
GCF_011405655.1_00892	CDS	714	rpsC		COG0092	30S ribosomal protein S3
GCF_011405655.1_00893	CDS	423	rplP		COG0197	50S ribosomal protein L16
GCF_011405655.1_00894	CDS	195	rpmC			50S ribosomal protein L29
GCF_011405655.1_00895	CDS	261	rpsQ		COG0186	30S ribosomal protein S17
GCF_011405655.1_00896	CDS	369	rplN		COG0093	50S ribosomal protein L14
GCF_011405655.1_00897	CDS	336	rplX		COG0198	50S ribosomal protein L24
GCF_011405655.1_00898	CDS	552	rplE			50S ribosomal protein L5
GCF_011405655.1_00899	CDS	186	rpsZ			30S ribosomal protein S14 type Z
GCF_011405655.1_00900	CDS	399	rpsH		COG0096	30S ribosomal protein S8
GCF_011405655.1_00901	CDS	540	rplF			50S ribosomal protein L6
GCF_011405655.1_00902	CDS	369	rplR		COG0256	50S ribosomal protein L18
GCF_011405655.1_00903	CDS	531	rpsE		COG0098	30S ribosomal protein S5
GCF_011405655.1_00904	CDS	192	rpmD		COG1841	50S ribosomal protein L30
GCF_011405655.1_00905	CDS	450	rplO			50S ribosomal protein L15
GCF_011405655.1_00906	CDS	1281	secY		COG0201	Protein translocase subunit SecY
GCF_011405655.1_00907	CDS	630	adk	2.7.4.3		Adenylate kinase
GCF_011405655.1_00908	CDS	2178				hypothetical protein
GCF_011405655.1_00909	CDS	1656				hypothetical protein
GCF_011405655.1_00910	CDS	3552		1.2.7.1	COG0674	Pyruvate:ferredoxin oxidoreductase
GCF_011405655.1_00911	CDS	2631	dmsA_4	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GCF_011405655.1_00912	CDS	576	dmsB_6		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_011405655.1_00913	CDS	1731	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
GCF_011405655.1_00914	CDS	717	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
GCF_011405655.1_00915	CDS	1395				hypothetical protein
GCF_011405655.1_00916	CDS	714	msrQ_1			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
GCF_011405655.1_00917	CDS	2655	dmsA_5	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GCF_011405655.1_00918	CDS	627	dmsB_7		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_011405655.1_00919	CDS	765	dmsD_2			Tat proofreading chaperone DmsD
GCF_011405655.1_00920	CDS	879				hypothetical protein
GCF_011405655.1_00921	CDS	387				hypothetical protein
GCF_011405655.1_00922	CDS	960				hypothetical protein
GCF_011405655.1_00923	CDS	1881	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
GCF_011405655.1_00924	CDS	732		5.1.1.13		Aspartate racemase
GCF_011405655.1_00925	CDS	1401		6.3.1.12		D-aspartate ligase
GCF_011405655.1_00926	CDS	1290			COG1167	Putative aminotransferase/MSMEI_6121
GCF_011405655.1_00927	CDS	1563	opuE_1		COG0591	Osmoregulated proline transporter OpuE
GCF_011405655.1_00928	CDS	1191	fprA	1.-.-.-	COG0426	Nitric oxide reductase
GCF_011405655.1_00929	CDS	1170				hypothetical protein
GCF_011405655.1_00930	tRNA	85				tRNA-Tyr(gta)
GCF_011405655.1_00931	tRNA	76				tRNA-Thr(ggt)
GCF_011405655.1_00932	tRNA	77				tRNA-Met(cat)
GCF_011405655.1_00933	CDS	1203	tufA		COG0050	Elongation factor Tu
GCF_011405655.1_00934	CDS	150	rpmG		COG0267	50S ribosomal protein L33
GCF_011405655.1_00935	tRNA	77				tRNA-Trp(cca)
GCF_011405655.1_00936	CDS	402	secE			Protein translocase subunit SecE
GCF_011405655.1_00937	CDS	531	nusG		COG0250	Transcription termination/antitermination protein NusG
GCF_011405655.1_00938	CDS	498	rplK			50S ribosomal protein L11
GCF_011405655.1_00939	CDS	711	rplA		COG0081	50S ribosomal protein L1
GCF_011405655.1_00940	CDS	1029	ppnK	2.7.1.23	COG0061	NAD kinase
GCF_011405655.1_00941	CDS	1932	murJ			lipid II flippase MurJ
GCF_011405655.1_00942	CDS	774	map_2	3.4.11.18	COG0024	Methionine aminopeptidase 1
GCF_011405655.1_00943	CDS	1614	pyrG_2	6.3.4.2		CTP synthase
GCF_011405655.1_00944	CDS	489				hypothetical protein
GCF_011405655.1_00945	CDS	1692				hypothetical protein
GCF_011405655.1_00946	CDS	1533				hypothetical protein
GCF_011405655.1_00947	CDS	258				hypothetical protein
GCF_011405655.1_00948	CDS	330				hypothetical protein
GCF_011405655.1_00949	CDS	1482				hypothetical protein
GCF_011405655.1_00950	CDS	768				hypothetical protein
GCF_011405655.1_00951	CDS	1029	ansA	3.5.1.1	COG0252	L-asparaginase 1
GCF_011405655.1_00952	CDS	924	xerD_1			Tyrosine recombinase XerD
GCF_011405655.1_00953	CDS	477	mraZ			Transcriptional regulator MraZ
GCF_011405655.1_00954	CDS	957	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
GCF_011405655.1_00955	CDS	561	ftsL			Cell division protein FtsL
GCF_011405655.1_00956	CDS	1908	spoVD		COG0768	Stage V sporulation protein D
GCF_011405655.1_00957	CDS	1491	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
GCF_011405655.1_00958	CDS	1503	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
GCF_011405655.1_00959	CDS	1047	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
GCF_011405655.1_00960	CDS	1467	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
GCF_011405655.1_00961	CDS	1347	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
GCF_011405655.1_00962	CDS	1101	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
GCF_011405655.1_00963	CDS	1389	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
GCF_011405655.1_00964	CDS	1152	murB_1	1.3.1.98		UDP-N-acetylenolpyruvoylglucosamine reductase
GCF_011405655.1_00965	CDS	1113	ftsQ			Cell division protein FtsQ
GCF_011405655.1_00966	CDS	1122	ftsZ		COG0206	Cell division protein FtsZ
GCF_011405655.1_00967	CDS	828	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
GCF_011405655.1_00968	CDS	693	yggS		COG0325	Pyridoxal phosphate homeostasis protein
GCF_011405655.1_00969	CDS	798	sepF			Cell division protein SepF
GCF_011405655.1_00970	CDS	258				hypothetical protein
GCF_011405655.1_00971	CDS	804				hypothetical protein
GCF_011405655.1_00972	CDS	894				hypothetical protein
GCF_011405655.1_00973	CDS	1560	ifcA_5	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_00974	CDS	624				hypothetical protein
GCF_011405655.1_00975	CDS	660				hypothetical protein
GCF_011405655.1_00976	CDS	972				hypothetical protein
GCF_011405655.1_00977	CDS	651	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
GCF_011405655.1_00978	CDS	1350	bzaF	4.1.99.23	COG0422	5-hydroxybenzimidazole synthase
GCF_011405655.1_00979	CDS	672	thiE	2.5.1.3		Thiamine-phosphate synthase
GCF_011405655.1_00980	CDS	597	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
GCF_011405655.1_00981	CDS	858	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
GCF_011405655.1_00982	tRNA	74				tRNA-Gln(ctg)
GCF_011405655.1_00983	tRNA	77				tRNA-Glu(ctc)
GCF_011405655.1_00984	tRNA	77				tRNA-Glu(ctc)
GCF_011405655.1_00985	CDS	750	yfcA		COG0730	putative membrane transporter protein YfcA
GCF_011405655.1_00986	CDS	1527	cca	2.7.7.72		CCA-adding enzyme
GCF_011405655.1_00987	rRNA	1504				16S ribosomal RNA
GCF_011405655.1_00988	rRNA	2958				23S ribosomal RNA
GCF_011405655.1_00989	rRNA	93				5S ribosomal RNA (partial)
GCF_011405655.1_00990	CDS	897				hypothetical protein
GCF_011405655.1_00991	CDS	495				IS200/IS605 family transposase ISStin10
GCF_011405655.1_00992	CDS	924	modA		COG0725	Molybdate-binding protein ModA
GCF_011405655.1_00993	CDS	1548				hypothetical protein
GCF_011405655.1_00994	CDS	1107	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_011405655.1_00995	CDS	696				hypothetical protein
GCF_011405655.1_00996	CDS	2889	napA_2	1.9.6.1		Periplasmic nitrate reductase
GCF_011405655.1_00997	CDS	612	soeB_2		COG0437	Sulfite dehydrogenase subunit B
GCF_011405655.1_00998	CDS	738	torD_5			Chaperone protein TorD
GCF_011405655.1_00999	CDS	738				hypothetical protein
GCF_011405655.1_01000	CDS	1566				hypothetical protein
GCF_011405655.1_01001	CDS	1002	moaA	4.1.99.22		GTP 3',8-cyclase
GCF_011405655.1_01002	CDS	501	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
GCF_011405655.1_01003	CDS	1794	ifcA_6	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_011405655.1_01004	CDS	1131				hypothetical protein
GCF_011405655.1_01005	CDS	678	gph_2	3.1.3.18		Phosphoglycolate phosphatase
GCF_011405655.1_01006	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
GCF_011405655.1_01007	CDS	1236	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
GCF_011405655.1_01008	CDS	660	ribE	2.5.1.9	COG0307	Riboflavin synthase
GCF_011405655.1_01009	CDS	1170	ribD		COG0117	Riboflavin biosynthesis protein RibD
GCF_011405655.1_01010	CDS	801	yebC		COG0217	putative transcriptional regulatory protein YebC
GCF_011405655.1_01011	CDS	801	fabG2	1.-.-.-		putative oxidoreductase
GCF_011405655.1_01012	CDS	477	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
GCF_011405655.1_01013	CDS	594	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
GCF_011405655.1_01014	CDS	1089	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
GCF_011405655.1_01015	CDS	414				hypothetical protein
GCF_011405655.1_01016	CDS	204	cspLA		COG1278	Cold shock-like protein CspLA
GCF_011405655.1_01017	CDS	897	cmoM	2.1.1.-		tRNA 5-carboxymethoxyuridine methyltransferase
GCF_011405655.1_01018	CDS	687	thyX	2.1.1.148		Flavin-dependent thymidylate synthase
GCF_011405655.1_01019	CDS	1095				hypothetical protein
GCF_011405655.1_01020	CDS	732	glnQ_2			Glutamine transport ATP-binding protein GlnQ
GCF_011405655.1_01021	CDS	942	peb1A		COG0834	Major cell-binding factor
GCF_011405655.1_01022	CDS	1011				hypothetical protein
GCF_011405655.1_01023	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
GCF_011405655.1_01024	CDS	1110				hypothetical protein
GCF_011405655.1_01025	CDS	216				hypothetical protein
GCF_011405655.1_01026	CDS	1122				hypothetical protein
GCF_011405655.1_01027	CDS	414				hypothetical protein
GCF_011405655.1_01028	CDS	585				hypothetical protein
GCF_011405655.1_01029	CDS	837				hypothetical protein
GCF_011405655.1_01030	CDS	495				hypothetical protein
GCF_011405655.1_01031	CDS	2520	topA	5.6.2.1	COG0550	DNA topoisomerase 1
GCF_011405655.1_01032	CDS	552	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
GCF_011405655.1_01033	CDS	942				hypothetical protein
GCF_011405655.1_01034	CDS	1170		1.1.1.38		NAD-dependent malic enzyme
GCF_011405655.1_01035	CDS	747	tmk	2.7.4.9	COG0125	Thymidylate kinase
GCF_011405655.1_01036	CDS	1158				hypothetical protein
GCF_011405655.1_01037	CDS	1575				hypothetical protein
GCF_011405655.1_01038	CDS	1455	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
GCF_011405655.1_01039	CDS	930			COG1307	DegV domain-containing protein
GCF_011405655.1_01040	CDS	1005				hypothetical protein
GCF_011405655.1_01041	CDS	846				hypothetical protein
GCF_011405655.1_01042	CDS	903			COG1307	DegV domain-containing protein
GCF_011405655.1_01043	CDS	957				hypothetical protein
GCF_011405655.1_01044	CDS	1518				hypothetical protein
GCF_011405655.1_01045	CDS	873				hypothetical protein
GCF_011405655.1_01046	CDS	684	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
GCF_011405655.1_01047	tRNA	75				tRNA-Thr(tgt)
GCF_011405655.1_01048	CDS	297				hypothetical protein
GCF_011405655.1_01049	CDS	1158	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
GCF_011405655.1_01050	CDS	468	smpB		COG0691	SsrA-binding protein
GCF_011405655.1_01051	CDS	633				hypothetical protein
GCF_011405655.1_01052	CDS	954	cbh	3.5.1.24		Choloylglycine hydrolase
GCF_011405655.1_01053	tmRNA	380	ssrA			transfer-messenger RNA, SsrA
GCF_011405655.1_01054	CDS	1695				hypothetical protein
GCF_011405655.1_01055	CDS	876	murI	5.1.1.3		Glutamate racemase
GCF_011405655.1_01056	CDS	627	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
GCF_011405655.1_01057	CDS	384	adhR_2		COG0789	HTH-type transcriptional regulator AdhR
GCF_011405655.1_01058	CDS	732	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
GCF_011405655.1_01059	CDS	840	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
GCF_011405655.1_01060	CDS	1722	hisZ			ATP phosphoribosyltransferase regulatory subunit
GCF_011405655.1_01061	CDS	1362	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
GCF_011405655.1_01062	CDS	1095	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
GCF_011405655.1_01063	CDS	591	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
GCF_011405655.1_01064	CDS	705	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
GCF_011405655.1_01065	CDS	792	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
GCF_011405655.1_01066	CDS	714	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
GCF_011405655.1_01067	CDS	303				hypothetical protein
GCF_011405655.1_01068	CDS	246				hypothetical protein
GCF_011405655.1_01069	CDS	462				hypothetical protein
GCF_011405655.1_01070	CDS	174				hypothetical protein
GCF_011405655.1_01071	CDS	294				hypothetical protein
GCF_011405655.1_01072	CDS	324	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
GCF_011405655.1_01073	CDS	960				hypothetical protein
GCF_011405655.1_01074	CDS	885	cmpR_1			HTH-type transcriptional activator CmpR
GCF_011405655.1_01075	CDS	687	tal	2.2.1.2	COG0176	putative transaldolase
GCF_011405655.1_01076	CDS	2016	rho	3.6.4.-		Transcription termination factor Rho
GCF_011405655.1_01077	CDS	1251				hypothetical protein
GCF_011405655.1_01078	CDS	2022				hypothetical protein
GCF_011405655.1_01079	CDS	825	rpsB		COG0052	30S ribosomal protein S2
GCF_011405655.1_01080	CDS	861	tsf		COG0264	Elongation factor Ts
GCF_011405655.1_01081	CDS	1281	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
GCF_011405655.1_01082	CDS	1512				hypothetical protein
GCF_011405655.1_01083	CDS	231	nfuA			Fe/S biogenesis protein NfuA
GCF_011405655.1_01084	CDS	291				hypothetical protein
GCF_011405655.1_01085	CDS	231				hypothetical protein
GCF_011405655.1_01086	CDS	852	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
GCF_011405655.1_01087	CDS	381	dfx	1.15.1.2	COG2033	Desulfoferrodoxin
GCF_011405655.1_01088	CDS	483				hypothetical protein
GCF_011405655.1_01089	CDS	1344	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
GCF_011405655.1_01090	CDS	675				hypothetical protein
GCF_011405655.1_01091	CDS	2628	polA	2.7.7.7	COG0258	DNA polymerase I
GCF_011405655.1_01092	CDS	966				hypothetical protein
GCF_011405655.1_01093	CDS	1224	arcA_1	3.5.3.6	COG2235	Arginine deiminase
GCF_011405655.1_01094	CDS	1602				hypothetical protein
GCF_011405655.1_01095	CDS	225				hypothetical protein
GCF_011405655.1_01096	CDS	483				hypothetical protein
GCF_011405655.1_01097	CDS	249				hypothetical protein
GCF_011405655.1_01098	CDS	1524				hypothetical protein
GCF_011405655.1_01099	CDS	321	rplU		COG0261	50S ribosomal protein L21
GCF_011405655.1_01100	CDS	261	rpmA		COG0211	50S ribosomal protein L27
GCF_011405655.1_01101	CDS	1398	obg	3.6.5.-		GTPase Obg
GCF_011405655.1_01102	CDS	1134	proB	2.7.2.11		Glutamate 5-kinase
GCF_011405655.1_01103	CDS	1290	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
GCF_011405655.1_01104	CDS	660	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
GCF_011405655.1_01105	CDS	639				hypothetical protein
GCF_011405655.1_01106	CDS	456	rsfS			Ribosomal silencing factor RsfS
GCF_011405655.1_01107	CDS	2610				hypothetical protein
GCF_011405655.1_01108	CDS	1491	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
GCF_011405655.1_01109	CDS	1035	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
GCF_011405655.1_01110	CDS	1113				hypothetical protein
GCF_011405655.1_01111	CDS	2832	secA1		COG0653	Protein translocase subunit SecA 1
GCF_011405655.1_01112	CDS	1101	prfB			Peptide chain release factor 2
GCF_011405655.1_01113	CDS	834	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
GCF_011405655.1_01114	CDS	978	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
GCF_011405655.1_01115	CDS	891	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_011405655.1_01116	CDS	915	ftsX		COG2177	Cell division protein FtsX
GCF_011405655.1_01117	CDS	1314				hypothetical protein
