locus_tag	ftype	length_bp	gene	EC_number	COG	product
GCF_000478885.1_00739	CDS	1008		3.1.1.23	COG2267	Monoacylglycerol lipase
GCF_000478885.1_00740	CDS	1047	mcrC		COG4268	Protein McrC
GCF_000478885.1_00741	CDS	2181				hypothetical protein
GCF_000478885.1_00742	CDS	1491	glpK	2.7.1.30	COG0554	Glycerol kinase
GCF_000478885.1_00743	CDS	435	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
GCF_000478885.1_00744	CDS	1257	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
GCF_000478885.1_00745	CDS	642	upp	2.4.2.9		Uracil phosphoribosyltransferase
GCF_000478885.1_00746	CDS	459	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
GCF_000478885.1_00747	CDS	285				hypothetical protein
GCF_000478885.1_00748	CDS	759	atpB		COG0356	ATP synthase subunit a
GCF_000478885.1_00749	CDS	219	atpH_1			ATP synthase subunit c
GCF_000478885.1_00750	CDS	612	atpF			ATP synthase subunit b
GCF_000478885.1_00751	CDS	579	atpH_2			ATP synthase subunit delta
GCF_000478885.1_00752	CDS	1566	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
GCF_000478885.1_00753	CDS	930	atpG			ATP synthase gamma chain
GCF_000478885.1_00754	CDS	1446	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
GCF_000478885.1_00755	CDS	429	atpC			ATP synthase epsilon chain
GCF_000478885.1_00756	CDS	297				hypothetical protein
GCF_000478885.1_00757	CDS	465				hypothetical protein
GCF_000478885.1_00758	CDS	192				hypothetical protein
GCF_000478885.1_00759	CDS	756				hypothetical protein
GCF_000478885.1_00760	CDS	3459	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
GCF_000478885.1_00761	CDS	813	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
GCF_000478885.1_00762	CDS	1122				hypothetical protein
GCF_000478885.1_00763	CDS	1383				hypothetical protein
GCF_000478885.1_00764	CDS	1074	ychF		COG0012	Ribosome-binding ATPase YchF
GCF_000478885.1_00765	CDS	714				hypothetical protein
GCF_000478885.1_00766	CDS	1263	yhhS_1			putative MFS-type transporter YhhS
GCF_000478885.1_00767	CDS	1053				hypothetical protein
GCF_000478885.1_00768	CDS	720				hypothetical protein
GCF_000478885.1_00769	CDS	312	gatC	6.3.5.-		Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C
GCF_000478885.1_00770	CDS	1494	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
GCF_000478885.1_00771	CDS	1584	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
GCF_000478885.1_00772	CDS	312				hypothetical protein
GCF_000478885.1_00773	CDS	1344		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
GCF_000478885.1_00774	CDS	657				hypothetical protein
GCF_000478885.1_00775	CDS	672				hypothetical protein
GCF_000478885.1_00776	CDS	546	rsxB_3	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
GCF_000478885.1_00777	CDS	1191	padG	1.2.1.58		NADH-dependent phenylglyoxylate dehydrogenase subunit alpha
GCF_000478885.1_00778	CDS	918	porB	1.2.7.1	COG1013	Pyruvate synthase subunit PorB
GCF_000478885.1_00779	CDS	684	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
GCF_000478885.1_00780	CDS	1461	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
GCF_000478885.1_00781	CDS	1173	nrfA_2	1.7.2.2		Cytochrome c-552
GCF_000478885.1_00782	tRNA	76				tRNA-Arg(tct)
GCF_000478885.1_00783	CDS	300				hypothetical protein
GCF_000478885.1_00784	CDS	423				hypothetical protein
GCF_000478885.1_00785	tRNA	74				tRNA-Gly(tcc)
GCF_000478885.1_00786	CDS	957				hypothetical protein
GCF_000478885.1_00787	CDS	210				hypothetical protein
GCF_000478885.1_00788	CDS	270				hypothetical protein
GCF_000478885.1_00789	CDS	516				hypothetical protein
GCF_000478885.1_00790	CDS	1602	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
GCF_000478885.1_00791	CDS	1176				hypothetical protein
GCF_000478885.1_00792	tRNA	77				tRNA-Pro(tgg)
GCF_000478885.1_00793	CDS	1224	arcA_4	3.5.3.6	COG2235	Arginine deiminase
GCF_000478885.1_00794	CDS	996	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
GCF_000478885.1_00795	CDS	1599				hypothetical protein
GCF_000478885.1_00796	CDS	1728	argS	6.1.1.19		Arginine--tRNA ligase
GCF_000478885.1_00797	CDS	1215	ribD		COG0117	Riboflavin biosynthesis protein RibD
GCF_000478885.1_00798	CDS	693	ribE	2.5.1.9	COG0307	Riboflavin synthase
GCF_000478885.1_00799	CDS	1230	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
GCF_000478885.1_00800	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
GCF_000478885.1_00801	CDS	681	gph	3.1.3.18		Phosphoglycolate phosphatase
GCF_000478885.1_00802	tRNA	75				tRNA-Met(cat)
GCF_000478885.1_00803	CDS	1134				hypothetical protein
GCF_000478885.1_00804	CDS	720	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
GCF_000478885.1_00805	tRNA	77				tRNA-His(gtg)
GCF_000478885.1_00806	tRNA	76				tRNA-Lys(ctt)
GCF_000478885.1_00807	CDS	1614				hypothetical protein
GCF_000478885.1_00808	CDS	2043	nhaK_1		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
GCF_000478885.1_00809	CDS	1059	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
GCF_000478885.1_00810	tRNA	75				tRNA-Val(cac)
GCF_000478885.1_00811	CDS	1284				hypothetical protein
GCF_000478885.1_00812	CDS	462				hypothetical protein
GCF_000478885.1_00813	CDS	2193	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GCF_000478885.1_00814	CDS	462	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
GCF_000478885.1_00815	CDS	1776	nhaK_2		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
GCF_000478885.1_00816	CDS	1458				hypothetical protein
GCF_000478885.1_00817	CDS	1908	urdA_1	1.3.99.33	COG0431	Urocanate reductase
GCF_000478885.1_00818	CDS	717				hypothetical protein
GCF_000478885.1_00819	CDS	792	scpA		COG1354	Segregation and condensation protein A
GCF_000478885.1_00820	CDS	981	scpB			Segregation and condensation protein B
GCF_000478885.1_00821	CDS	828	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
GCF_000478885.1_00822	CDS	825	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase
GCF_000478885.1_00823	CDS	852	panC	6.3.2.1	COG0414	Pantothenate synthetase
GCF_000478885.1_00824	CDS	399	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
GCF_000478885.1_00825	CDS	945				hypothetical protein
GCF_000478885.1_00826	CDS	2265	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
GCF_000478885.1_00827	CDS	1419				hypothetical protein
GCF_000478885.1_00828	CDS	1176				hypothetical protein
GCF_000478885.1_00829	CDS	1338	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
GCF_000478885.1_00830	CDS	672	cmk	2.7.4.25	COG0283	Cytidylate kinase
GCF_000478885.1_00831	CDS	870				hypothetical protein
GCF_000478885.1_00832	CDS	897	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
GCF_000478885.1_00833	CDS	1629				hypothetical protein
GCF_000478885.1_00834	CDS	1314	der_1		COG1160	GTPase Der
GCF_000478885.1_00835	CDS	705	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
GCF_000478885.1_00836	CDS	999	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
GCF_000478885.1_00837	CDS	2559	rcsC_7	2.7.13.3		Sensor histidine kinase RcsC
GCF_000478885.1_00838	CDS	1314				hypothetical protein
GCF_000478885.1_00839	CDS	468	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
GCF_000478885.1_00840	CDS	711	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
GCF_000478885.1_00841	CDS	1299	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
GCF_000478885.1_00842	CDS	816	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
GCF_000478885.1_00843	CDS	909				hypothetical protein
GCF_000478885.1_00844	CDS	717				hypothetical protein
GCF_000478885.1_00845	CDS	192	rpmB		COG0227	50S ribosomal protein L28
GCF_000478885.1_00846	CDS	348				putative protein
GCF_000478885.1_00847	CDS	1635				putative protein
GCF_000478885.1_00848	CDS	2184	recG	3.6.4.12		ATP-dependent DNA helicase RecG
GCF_000478885.1_00849	CDS	585	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
GCF_000478885.1_00850	CDS	459				hypothetical protein
GCF_000478885.1_00851	CDS	558			COG1399	putative protein
GCF_000478885.1_00852	CDS	1362	eriC_2		COG0038	Chloride/fluoride channel protein
GCF_000478885.1_00853	CDS	180	rpmF			50S ribosomal protein L32
GCF_000478885.1_00854	CDS	1059	plsX	2.3.1.274		Phosphate acyltransferase
GCF_000478885.1_00855	CDS	873	rnc	3.1.26.3		Ribonuclease 3
GCF_000478885.1_00856	CDS	3579	smc_2		COG1196	Chromosome partition protein Smc
GCF_000478885.1_00857	CDS	1302				hypothetical protein
GCF_000478885.1_00858	CDS	2658	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
GCF_000478885.1_00859	CDS	621	dmsB_6		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_000478885.1_00860	CDS	702	dmsD_4			Tat proofreading chaperone DmsD
GCF_000478885.1_00861	CDS	1275				L-lactate transporter
GCF_000478885.1_00862	CDS	93				hypothetical protein
GCF_000478885.1_00863	CDS	129				hypothetical protein
GCF_000478885.1_00864	CDS	654	sufS	4.4.1.16		Cysteine desulfurase
GCF_000478885.1_00865	CDS	735	arsM	2.1.1.137		Arsenite methyltransferase
GCF_000478885.1_00866	CDS	324				hypothetical protein
GCF_000478885.1_00867	CDS	1257	ahcY_2	3.3.1.1	COG0499	Adenosylhomocysteinase
GCF_000478885.1_00868	CDS	1329				hypothetical protein
GCF_000478885.1_00869	CDS	810				hypothetical protein
GCF_000478885.1_00870	CDS	1071				hypothetical protein
GCF_000478885.1_00871	CDS	930				hypothetical protein
GCF_000478885.1_00872	CDS	777	cysA	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
GCF_000478885.1_00873	CDS	2916				hypothetical protein
GCF_000478885.1_00874	CDS	378				hypothetical protein
GCF_000478885.1_00875	CDS	1266				hypothetical protein
GCF_000478885.1_00876	CDS	573	infC		COG0290	Translation initiation factor IF-3
GCF_000478885.1_00877	CDS	198	rpmI			50S ribosomal protein L35
GCF_000478885.1_00878	CDS	357	rplT		COG0292	50S ribosomal protein L20
GCF_000478885.1_00879	CDS	408				hypothetical protein
GCF_000478885.1_00880	CDS	1506	rhlE	3.6.4.13		ATP-dependent RNA helicase RhlE
GCF_000478885.1_00881	CDS	1455	ugtP	2.4.1.315		Processive diacylglycerol beta-glucosyltransferase
GCF_000478885.1_00882	CDS	1002				hypothetical protein
GCF_000478885.1_00883	tRNA	75				tRNA-Glu(ttc)
GCF_000478885.1_00884	CDS	405				hypothetical protein
GCF_000478885.1_00885	CDS	948	dagK	2.7.1.107	COG1597	Diacylglycerol kinase
GCF_000478885.1_00886	tRNA	76				tRNA-Arg(ccg)
GCF_000478885.1_00887	CDS	1446	rlmCD_1	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
GCF_000478885.1_00888	CDS	534	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
GCF_000478885.1_00889	CDS	1386				hypothetical protein
GCF_000478885.1_00890	CDS	405	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
GCF_000478885.1_00891	CDS	1026	asrA		COG1145	Anaerobic sulfite reductase subunit A
GCF_000478885.1_00892	CDS	903	asrB		COG0543	Anaerobic sulfite reductase subunit B
GCF_000478885.1_00893	CDS	789				hypothetical protein
GCF_000478885.1_00894	CDS	1290	hoxH	1.12.1.2		NAD-reducing hydrogenase HoxS subunit beta
GCF_000478885.1_00895	CDS	1056	mreB		COG1077	Cell shape-determining protein MreB
GCF_000478885.1_00896	CDS	1002				hypothetical protein
GCF_000478885.1_00897	CDS	528				hypothetical protein
GCF_000478885.1_00898	CDS	2175	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
GCF_000478885.1_00899	CDS	1257	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
GCF_000478885.1_00900	CDS	1206				hypothetical protein
GCF_000478885.1_00901	CDS	2004				hypothetical protein
GCF_000478885.1_00902	CDS	651				hypothetical protein
GCF_000478885.1_00903	CDS	363			COG0537	putative HIT-like protein
GCF_000478885.1_00904	tRNA	77				tRNA-Asp(gtc)
GCF_000478885.1_00905	tRNA	77				tRNA-Asp(gtc)
GCF_000478885.1_00906	CDS	942	cysK_2	2.5.1.47		Cysteine synthase
GCF_000478885.1_00907	CDS	684				hypothetical protein
GCF_000478885.1_00908	CDS	1587	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
GCF_000478885.1_00909	CDS	1308	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
GCF_000478885.1_00910	CDS	936			COG0330	putative protein
GCF_000478885.1_00911	CDS	348	rplS			50S ribosomal protein L19
GCF_000478885.1_00912	tRNA	90				tRNA-Pro(cgg)
GCF_000478885.1_00913	CDS	501				hypothetical protein
GCF_000478885.1_00914	CDS	1497	comM		COG0606	Competence protein ComM
GCF_000478885.1_00915	CDS	948				hypothetical protein
GCF_000478885.1_00916	CDS	1365	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
GCF_000478885.1_00917	CDS	969	xerD_1		COG4974	Tyrosine recombinase XerD
GCF_000478885.1_00918	CDS	99				hypothetical protein
GCF_000478885.1_00919	CDS	1320				hypothetical protein
GCF_000478885.1_00920	CDS	2919	uvrA_1		COG0178	UvrABC system protein A
GCF_000478885.1_00921	CDS	732				hypothetical protein
GCF_000478885.1_00922	CDS	1332	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
GCF_000478885.1_00923	CDS	780				hypothetical protein
GCF_000478885.1_00924	CDS	1368	dinB_1	2.7.7.7		DNA polymerase IV
GCF_000478885.1_00925	CDS	450				hypothetical protein
GCF_000478885.1_00926	CDS	1317				hypothetical protein
GCF_000478885.1_00927	CDS	537				hypothetical protein
GCF_000478885.1_00928	CDS	885				hypothetical protein
GCF_000478885.1_00929	CDS	249				hypothetical protein
GCF_000478885.1_00930	CDS	327				hypothetical protein
GCF_000478885.1_00931	CDS	1017				hypothetical protein
GCF_000478885.1_00932	CDS	318				hypothetical protein
GCF_000478885.1_00933	CDS	2703	addB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
GCF_000478885.1_00934	CDS	3774	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
GCF_000478885.1_00935	CDS	306				hypothetical protein
GCF_000478885.1_00936	CDS	1605				hypothetical protein
GCF_000478885.1_00937	CDS	936	hdfR_1			HTH-type transcriptional regulator HdfR
GCF_000478885.1_00938	CDS	1440	ifcA_4	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_000478885.1_00939	CDS	777		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
GCF_000478885.1_00940	CDS	1929	urdA_2	1.3.99.33	COG0431	Urocanate reductase
GCF_000478885.1_00941	CDS	1233				hypothetical protein
GCF_000478885.1_00942	CDS	255				hypothetical protein
GCF_000478885.1_00943	CDS	1083	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
GCF_000478885.1_00944	CDS	1578	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
GCF_000478885.1_00945	CDS	1521	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
GCF_000478885.1_00946	CDS	579				hypothetical protein
GCF_000478885.1_00947	CDS	1698	fadD3	6.2.1.41	COG0318	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase
GCF_000478885.1_00948	CDS	1215	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
GCF_000478885.1_00949	CDS	654				hypothetical protein
GCF_000478885.1_00950	CDS	2082		1.16.1.-	COG0446	Metal reductase
GCF_000478885.1_00951	CDS	1185	caiA_1	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
GCF_000478885.1_00952	CDS	774				hypothetical protein
GCF_000478885.1_00953	CDS	591	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
GCF_000478885.1_00954	CDS	768	fixA			Protein FixA
GCF_000478885.1_00955	CDS	963	etfA		COG2025	Electron transfer flavoprotein subunit alpha
GCF_000478885.1_00956	CDS	2106		1.18.-.-	COG0247	EtfAB:quinone oxidoreductase
GCF_000478885.1_00957	CDS	1029				hypothetical protein
GCF_000478885.1_00958	CDS	813	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
GCF_000478885.1_00959	CDS	1143		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
GCF_000478885.1_00960	CDS	1635	fadK_1	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
GCF_000478885.1_00961	CDS	1626	fadK_2	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
GCF_000478885.1_00962	CDS	879	menB_1	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
GCF_000478885.1_00963	CDS	633		1.6.5.2		NAD(P)H dehydrogenase (quinone)
GCF_000478885.1_00964	CDS	1872	urdA_3	1.3.99.33	COG0431	Urocanate reductase
GCF_000478885.1_00965	CDS	105				hypothetical protein
GCF_000478885.1_00966	CDS	279				hypothetical protein
GCF_000478885.1_00967	CDS	291				hypothetical protein
GCF_000478885.1_00968	CDS	2421	ynfF_2	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
GCF_000478885.1_00969	CDS	618	soeB_5		COG0437	Sulfite dehydrogenase subunit B
GCF_000478885.1_00970	CDS	1167				hypothetical protein
GCF_000478885.1_00971	CDS	687	torD_4			Chaperone protein TorD
GCF_000478885.1_00972	CDS	900				hypothetical protein
GCF_000478885.1_00973	CDS	2370	ynfE_3	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
GCF_000478885.1_00974	CDS	675	dmsB_7		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
GCF_000478885.1_00975	CDS	1311	fldA	2.8.3.17		Cinnamoyl-CoA:phenyllactate CoA-transferase
GCF_000478885.1_00976	CDS	1161	caiA_2	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
GCF_000478885.1_00977	CDS	1281				hypothetical protein
GCF_000478885.1_00978	CDS	930				hypothetical protein
GCF_000478885.1_00979	CDS	474	rimP		COG0779	Ribosome maturation factor RimP
GCF_000478885.1_00980	CDS	1206	nusA		COG0195	Transcription termination/antitermination protein NusA
GCF_000478885.1_00981	CDS	291				hypothetical protein
GCF_000478885.1_00982	CDS	2736	infB			Translation initiation factor IF-2
GCF_000478885.1_00983	CDS	390	rbfA		COG0858	30S ribosome-binding factor
GCF_000478885.1_00984	CDS	1008	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
GCF_000478885.1_00985	CDS	1017	truB	5.4.99.25		tRNA pseudouridine synthase B
GCF_000478885.1_00986	CDS	927	ribF			Bifunctional riboflavin kinase/FMN adenylyltransferase
GCF_000478885.1_00987	CDS	1959				hypothetical protein
GCF_000478885.1_00988	CDS	2196	uvrC		COG0322	UvrABC system protein C
GCF_000478885.1_00989	CDS	972				Nucleotide-binding protein
GCF_000478885.1_00990	CDS	1158				Gluconeogenesis factor
GCF_000478885.1_00991	CDS	939	whiA		COG1481	putative cell division protein WhiA
GCF_000478885.1_00992	CDS	1011	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
GCF_000478885.1_00993	CDS	1188	pgk	2.7.2.3		Phosphoglycerate kinase
GCF_000478885.1_00994	CDS	771	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
GCF_000478885.1_00995	CDS	1581	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
GCF_000478885.1_00996	CDS	255				hypothetical protein
GCF_000478885.1_00997	tRNA	89				tRNA-Leu(gag)
GCF_000478885.1_00998	CDS	900			COG0053	putative cation efflux system protein
GCF_000478885.1_00999	CDS	921				hypothetical protein
GCF_000478885.1_01000	CDS	909				hypothetical protein
GCF_000478885.1_01001	tRNA	76				tRNA-Gly(gcc)
GCF_000478885.1_01002	tRNA	74				tRNA-Cys(gca)
GCF_000478885.1_01003	tRNA	76				tRNA-Gly(gcc)
GCF_000478885.1_01004	CDS	465				hypothetical protein
GCF_000478885.1_01005	tRNA	75				tRNA-Val(gac)
GCF_000478885.1_01006	CDS	1179	xerC_3			Tyrosine recombinase XerC
GCF_000478885.1_01007	CDS	885				hypothetical protein
GCF_000478885.1_01008	CDS	888				hypothetical protein
GCF_000478885.1_01009	CDS	732				hypothetical protein
GCF_000478885.1_01010	CDS	672				hypothetical protein
GCF_000478885.1_01011	CDS	1926				hypothetical protein
GCF_000478885.1_01012	CDS	387				hypothetical protein
GCF_000478885.1_01013	CDS	1500	ydgI		COG0531	Putative arginine/ornithine antiporter
GCF_000478885.1_01014	CDS	939	yegS	2.7.1.-		lipid kinase YegS
GCF_000478885.1_01015	CDS	1149	rnd	3.1.13.5	COG0349	Ribonuclease D
GCF_000478885.1_01016	CDS	666				hypothetical protein
GCF_000478885.1_01017	CDS	1452	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
GCF_000478885.1_01018	CDS	267	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
GCF_000478885.1_01019	CDS	1224	ackA_2	2.7.2.1	COG0282	Acetate kinase
GCF_000478885.1_01020	CDS	1959				hypothetical protein
GCF_000478885.1_01021	CDS	1455				hypothetical protein
GCF_000478885.1_01022	CDS	1011	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
GCF_000478885.1_01023	CDS	1230	rfbD	5.4.99.9		UDP-galactopyranose mutase
GCF_000478885.1_01024	CDS	1020				hypothetical protein
GCF_000478885.1_01025	CDS	828	coaX_1	2.7.1.33	COG1521	Type III pantothenate kinase
GCF_000478885.1_01026	CDS	1299	dinB_2	2.7.7.7		DNA polymerase IV
GCF_000478885.1_01027	CDS	873			COG1307	DegV domain-containing protein
GCF_000478885.1_01028	CDS	2847	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
GCF_000478885.1_01029	CDS	576	lspA	3.4.23.36		Lipoprotein signal peptidase
GCF_000478885.1_01030	CDS	1068	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
GCF_000478885.1_01031	CDS	1185	hemH	4.99.1.1		Ferrochelatase
GCF_000478885.1_01032	CDS	924				hypothetical protein
GCF_000478885.1_01033	CDS	1557	fccA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_000478885.1_01034	CDS	885				hypothetical protein
GCF_000478885.1_01035	CDS	1575	ifcA_5	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_000478885.1_01036	CDS	1677	ifcA_6	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_000478885.1_01037	CDS	1425				hypothetical protein
GCF_000478885.1_01038	CDS	1326	hemW_1		COG0635	Heme chaperone HemW
GCF_000478885.1_01039	CDS	1794	ifcA_7	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
GCF_000478885.1_01040	CDS	1488				hypothetical protein
GCF_000478885.1_01041	tRNA	77				tRNA-Pro(ggg)
GCF_000478885.1_01042	CDS	441				hypothetical protein
GCF_000478885.1_01043	CDS	1278	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
GCF_000478885.1_01044	CDS	1935	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
GCF_000478885.1_01045	CDS	870	hycD_2		COG0650	Formate hydrogenlyase subunit 4
GCF_000478885.1_01046	CDS	444	hycG_2		COG3260	Formate hydrogenlyase subunit 7
GCF_000478885.1_01047	CDS	690				hypothetical protein
GCF_000478885.1_01048	CDS	1089	hycE_2		COG3261	Formate hydrogenlyase subunit 5
GCF_000478885.1_01049	CDS	366	ndhI_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
GCF_000478885.1_01050	CDS	687	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
GCF_000478885.1_01051	CDS	2067				hypothetical protein
GCF_000478885.1_01052	CDS	1308	paaK_1	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
GCF_000478885.1_01053	CDS	432				hypothetical protein
GCF_000478885.1_01054	CDS	1515				hypothetical protein
GCF_000478885.1_01055	CDS	444				hypothetical protein
GCF_000478885.1_01056	CDS	1725				hypothetical protein
GCF_000478885.1_01057	CDS	594				hypothetical protein
GCF_000478885.1_01058	CDS	444				hypothetical protein
GCF_000478885.1_01059	CDS	1386		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
GCF_000478885.1_01060	CDS	954	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
GCF_000478885.1_01061	CDS	930	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
GCF_000478885.1_01062	CDS	552				hypothetical protein
GCF_000478885.1_01063	CDS	243				hypothetical protein
GCF_000478885.1_01064	CDS	312				hypothetical protein
GCF_000478885.1_01065	CDS	204				hypothetical protein
GCF_000478885.1_01066	CDS	381				hypothetical protein
GCF_000478885.1_01067	CDS	210				hypothetical protein
GCF_000478885.1_01068	CDS	162				hypothetical protein
GCF_000478885.1_01069	CDS	168				hypothetical protein
GCF_000478885.1_01070	CDS	1824				hypothetical protein
GCF_000478885.1_01071	CDS	273				hypothetical protein
GCF_000478885.1_01072	CDS	630				hypothetical protein
GCF_000478885.1_01073	CDS	564				hypothetical protein
GCF_000478885.1_01074	CDS	510				hypothetical protein
GCF_000478885.1_01075	CDS	435	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
GCF_000478885.1_01076	CDS	447	nrdR		COG1327	Transcriptional repressor NrdR
GCF_000478885.1_01077	CDS	639	lexA	3.4.21.88	COG1974	LexA repressor
GCF_000478885.1_01078	CDS	1323	hflX		COG2262	GTPase HflX
GCF_000478885.1_01079	CDS	924	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
GCF_000478885.1_01080	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
GCF_000478885.1_01081	CDS	1359	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
GCF_000478885.1_01082	CDS	333				hypothetical protein
GCF_000478885.1_01083	CDS	1086	mutL			DNA mismatch repair protein MutL
GCF_000478885.1_01084	CDS	1572	rny	3.1.-.-	COG1418	Ribonuclease Y
GCF_000478885.1_01085	CDS	708	recX			Regulatory protein RecX
